,attr5,attr29,attr31,attr38,attr42,attr46,attr48,attr53,attr58,attr59,attr62,attr63,attr64,attr70,attr77,attr81,attr82,attr87,attr88,attr96,attr101,attr102,attr104,attr106,attr110,attr112,attr113,attr114,attr117,attr118,attr119,attr130,attr131,attr133,attr135,attr137,attr138,attr143,attr144,attr146,attr147,attr148,attr152,attr154,attr156,attr158,attr159,attr161,attr162,attr163,attr165,attr168,attr170,attr171,attr172,attr173,attr174,attr175,attr183,attr188,attr190,attr191,attr196,attr197,attr198,attr208,attr209,attr211,attr213,attr214,attr219,attr226,attr227,attr230,attr231,attr233,attr234,attr241,attr242,attr244,attr247,attr252,attr253,attr255,attr257,attr258,attr260,attr263,attr264,attr268,attr271,attr272,attr282,attr285,attr289,attr291,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1366,0.551183,0.612464,0.708347,0.809273,0.783032,0.753764,0.725839,0.099906,0.830576,0.164829,0.078773,0.127587,0.331812,0.360486,0.186326,0.09104,0.086904,0.002903,0.003546,0.005693,0.202791,0.248484,0.435048,0.284945,0.646927,0.650919,0.400384,0.374801,0.453861,0.484554,0.431776,0.327716,0.336818,0.366907,0.525185,0.547524,0.539204,0.493429,0.491358,0.479163,0.462627,0.004661,0.297968,0.457122,0.093602,0.037156,0.016156,0.045978,0.076682,0.050017,0.077899,0.128544,0.055079,0.055035,0.051552,0.040767,0.051241,0.056615,0.016122,0.001364,0.020552,0.013441,0.016055,0.157072,0.153974,0.653628,0.609557,0.179683,0.342313,0.363907,0.03829,0.327261,0.361972,0.430377,0.430142,0.584496,0.615808,0.536109,0.539061,0.52071,0.01677,0.54548,0.144488,0.390127,0.017408,0.027976,0.351532,0.526203,0.569725,0.099475,0.1558,0.179867,0.087254,0.006201,0.062564,0.068517,0.041791,1,0,0,0,1,0
1367,0.541977,0.587161,0.614707,0.715767,0.500684,0.87824,0.81879,0.051065,0.482433,0.100793,0.448765,0.008046,0.630447,0.100724,0.025455,0.13129,0.048946,0.319297,0.308284,0.29849,0.128045,0.039314,0.043841,0.250075,0.156015,0.098752,0.23356,0.09522,0.114842,0.022627,0.0,0.429746,0.15786,0.059259,0.329362,0.357984,0.459883,0.326022,0.339225,0.350988,0.332922,0.029838,0.090938,0.022466,0.02385,0.011679,0.072939,0.001838,0.040892,0.014023,0.020181,0.065637,0.463945,0.031624,0.039135,0.16989,0.011163,0.023113,0.000174,0.178807,0.001076,0.000575,0.010158,0.513688,0.468442,0.493022,0.450315,0.503377,0.448906,0.421039,0.442443,0.602109,0.499441,0.453782,0.398484,0.641662,0.719438,0.604111,0.627214,0.604905,0.174645,0.045602,0.148889,0.022616,0.113497,0.048165,0.10022,0.007637,0.056439,0.178451,0.053058,0.003957,0.015767,0.088339,0.002294,0.02734,0.07352,1,0,0,0,0,0
1368,0.455979,0.624972,0.601813,0.720374,0.971813,0.861848,0.982363,0.086422,0.111401,0.092172,0.418087,0.477961,0.000961,0.310275,0.198,0.341675,0.305555,0.288414,0.132818,0.004835,0.093525,0.039369,0.161269,0.032167,0.059801,0.127222,0.083999,0.091598,0.102558,0.162867,0.161687,0.306214,0.584705,0.338532,0.218669,0.336447,0.370206,0.321927,0.374588,0.345466,0.343786,0.009513,0.074021,0.102897,0.00941,0.000772,0.002213,0.107564,0.000855,0.006288,0.00271,0.079809,0.040694,0.037025,0.026421,0.479271,0.089111,0.074067,0.059312,0.012025,0.011393,0.04428,0.000292,0.0,0.678587,0.085268,0.563842,0.043411,0.121533,0.112912,0.494677,0.682278,0.688831,0.670927,0.667628,0.365931,0.482946,0.512827,0.530115,0.499184,1.0,0.551654,0.003529,0.725033,0.222378,1.0,0.001477,0.163791,0.673337,0.393161,0.676087,0.266253,0.109742,0.015523,0.04889,0.031017,0.001808,1,0,0,0,0,0
1369,0.655469,0.562562,0.652537,0.483927,0.414869,0.763735,0.726971,0.000103,0.001228,0.0,0.00247,0.007566,0.004329,0.106379,0.21226,0.492189,0.479836,0.121937,0.108809,0.001982,0.199115,0.20358,0.207332,0.194362,0.223374,0.20917,0.237497,0.247257,0.233326,0.262037,0.294568,0.575411,0.376399,0.292284,0.0,0.028676,0.0,0.0,0.0,0.0,0.0,0.001045,0.000244,0.000398,0.000358,0.000426,0.000437,0.001902,0.002517,0.003246,0.00071,0.06322,0.065523,0.016579,0.825273,0.039455,0.037508,0.100532,0.030097,0.026972,0.013641,0.005833,0.009795,0.117865,0.120661,0.109512,0.120203,0.118995,0.117709,0.110664,0.218733,0.52581,0.453234,0.454934,0.455705,0.391327,0.39372,0.663155,0.67303,0.667472,0.001771,0.001652,0.001603,0.000494,0.000232,0.003074,0.002548,0.001082,0.001717,0.36389,1.0,0.923624,0.162677,0.179298,0.042739,0.011798,0.013801,1,0,0,0,0,0
1370,0.524535,0.131979,0.620414,0.646952,0.329156,0.481996,0.121055,0.015449,0.696843,0.057714,0.012852,0.068674,0.402776,0.250647,0.22853,0.0739,0.063762,0.293701,0.308875,0.336527,0.042106,0.022888,0.011536,0.250542,0.061907,0.10535,0.27249,0.274342,0.259835,0.24668,0.278217,0.262977,0.312181,0.434979,0.404794,0.443224,0.454835,0.453512,0.469726,0.464732,0.488361,0.032017,0.001211,0.003703,0.026212,0.01685,0.002894,0.060253,0.054071,0.078286,0.044217,0.091475,0.061909,0.100425,0.047904,0.016675,0.019863,0.051859,0.025113,0.011133,0.01383,0.018377,0.005217,0.430734,0.181159,0.050467,0.037663,0.708725,0.430097,0.574219,0.669093,0.567868,0.557445,0.574667,0.603786,0.494498,0.611301,0.688764,0.574365,0.360675,0.787182,0.006757,0.237312,0.219712,0.035784,0.020032,0.236982,0.871101,0.568115,0.24829,0.189344,0.214599,0.113121,0.16219,0.159735,0.249577,0.104311,1,0,0,0,0,0
1371,0.468879,0.624823,0.395241,0.590556,0.721147,0.799899,0.77851,0.006031,0.007933,0.026594,0.050004,0.007345,0.004483,0.0027,0.073867,0.189803,0.411841,0.514883,0.348529,0.004936,0.023992,0.022462,0.030521,0.0,0.0,0.0,0.0,0.0,0.001365,0.270418,0.0,0.326317,0.367709,0.153697,0.379348,0.373176,0.387833,0.398121,0.39965,0.399746,0.392785,0.00467,0.00433,0.003811,0.006014,0.142257,0.007998,0.005312,0.008628,0.010481,0.12762,0.002215,0.22108,0.493315,0.750154,0.114218,0.164958,0.014012,0.001317,0.008152,0.000503,0.000388,0.000657,0.0,0.0,0.0,0.0,0.02383,0.095959,0.315542,0.17436,0.420167,0.443103,0.290817,0.281423,0.558407,0.53139,0.587393,0.58236,0.575997,0.009341,0.010196,0.022924,0.153861,0.033398,0.275996,0.025638,0.241966,0.483071,0.166961,0.211929,0.454614,0.17528,0.022686,0.001733,0.004775,0.002625,1,0,0,0,0,0
1372,0.91857,0.381469,0.60294,0.960965,0.757617,0.974307,0.951912,0.030092,0.438235,0.539442,0.001355,0.001072,0.432805,0.641756,0.294862,0.613035,0.416599,0.037653,0.00168,0.004736,0.250624,0.23679,0.23096,0.279568,0.229527,0.229115,0.289204,0.321324,0.267977,0.257702,0.271427,0.316406,0.30168,0.273711,0.363512,0.34738,0.353471,0.347119,0.3469,0.355679,0.359794,0.015335,0.000247,0.000122,0.034039,0.007842,0.000281,0.000196,0.020939,0.034886,0.021437,0.007224,0.01703,0.016841,0.01704,0.01173,0.011645,0.010644,0.008116,0.00989,0.000328,0.000326,0.000678,0.610105,0.530775,0.335022,0.300658,0.61214,0.684682,0.457316,0.614175,0.654299,0.714193,0.326613,0.246332,0.51371,0.503411,0.499508,0.49839,0.496858,0.115497,0.003471,0.073043,0.17716,0.004506,0.005599,0.110429,0.390196,0.192921,0.077512,0.058113,0.05966,0.005054,0.026976,0.000517,0.00044,0.000793,1,0,0,0,1,0
1373,0.886018,0.539384,0.63422,0.651579,0.408466,0.62655,0.571077,0.007709,0.003608,0.001305,0.008153,0.014991,0.024768,0.057423,0.098599,0.114099,0.197356,0.102584,0.106543,0.198764,0.12679,0.127929,0.032359,0.181756,0.183471,0.073169,0.236831,0.246091,0.310658,0.250322,0.233834,0.20142,0.225281,0.154492,0.522421,0.507209,0.445377,0.508368,0.496111,0.521763,0.51489,0.052481,0.013344,0.044357,0.003229,0.007124,0.005196,0.03948,0.009532,0.004741,0.003088,0.025469,0.035176,0.012544,0.008565,0.008613,0.025214,0.207555,0.028058,0.238102,0.031325,0.020273,0.017837,0.174159,0.261619,0.442991,0.381273,0.295133,0.47277,0.47806,0.319612,0.100331,0.095254,0.125895,0.102366,0.467995,0.468577,0.452295,0.438182,0.436046,0.046787,0.076598,0.035201,0.008268,0.012454,0.04659,0.111278,0.001121,0.001009,0.133536,0.142031,0.192511,0.021158,0.45822,0.046805,0.075988,0.097659,1,0,0,0,0,0
1374,0.888285,0.706473,0.625023,0.588533,0.522475,0.811614,0.770741,0.000552,0.000203,0.000241,0.000685,0.000852,0.000243,0.000756,0.064065,0.120692,0.162788,0.302756,0.250074,0.130565,0.080569,0.071907,0.014307,0.133162,0.122743,0.046084,0.183073,0.203759,0.172661,0.130809,0.113971,0.296968,0.213745,0.150624,0.278937,0.338539,0.360974,0.350576,0.35332,0.362531,0.349102,0.003509,0.002996,0.004053,0.001684,0.001533,0.002633,0.004695,0.001369,0.000733,0.001212,0.000518,0.024895,0.023188,0.07762,0.023967,0.004941,0.023186,0.016835,0.010475,0.001569,0.00321,0.004509,0.366468,0.39183,0.426776,0.405954,0.420581,0.440396,0.440687,0.430925,0.326982,0.328145,0.219181,0.237677,0.222256,0.305354,0.555768,0.567644,0.57205,0.004853,0.005498,0.002513,0.000448,0.001491,0.003077,0.00167,0.001268,0.001001,0.031292,0.016317,0.057441,1.0,0.029719,0.016627,0.012803,0.011696,1,0,0,0,0,0
1375,0.83614,0.879688,0.84625,0.88216,0.837822,0.874249,0.842371,0.000108,0.028476,0.007059,0.000109,0.00295,0.089757,0.158117,0.031674,0.075904,0.082065,0.030478,0.073943,0.003328,0.219766,0.218501,0.208934,0.276658,0.23269,0.223339,0.358649,0.331623,0.330746,0.33393,0.30758,0.418437,0.413664,0.420004,0.236694,0.433926,0.399935,0.418703,0.412126,0.409323,0.440295,0.00071,0.00058,0.000848,0.042945,0.002599,0.000726,0.001008,0.038089,0.040091,0.018599,0.020391,0.069893,0.064471,0.041611,0.158002,0.065737,0.061887,0.026921,0.031179,0.003303,0.070348,0.017514,0.433247,0.44131,0.440314,0.432064,0.667538,0.610711,0.611848,0.657869,0.701313,0.71779,0.672706,0.651014,0.472284,0.655807,0.698406,0.736201,0.728232,0.001423,0.003376,0.0544,0.036152,0.002273,0.001247,0.217556,0.190393,0.120552,0.464056,0.193091,0.184369,0.23287,0.054834,0.274039,0.002973,0.013649,1,0,0,0,0,0
1376,0.640308,0.735881,0.837827,0.681024,0.839495,0.539317,0.76681,0.000387,0.00013,0.0,0.0,0.003651,0.275364,0.231866,0.260749,0.109669,0.092879,0.043842,0.069874,0.050021,0.233601,0.236427,0.235645,0.246262,0.244458,0.243244,0.324314,0.33321,0.294822,0.30323,0.281653,0.459053,0.411015,0.309239,0.368251,0.355974,0.385425,0.353066,0.33513,0.346543,0.402414,0.000357,0.000226,0.000323,0.000552,0.000349,0.000223,0.000743,0.007364,0.006929,0.008867,0.011212,0.013131,0.007205,0.021588,0.047647,0.043509,0.04694,0.002072,0.013043,0.003422,0.002494,0.032106,0.236592,0.247059,0.252237,0.239019,0.426217,0.470735,0.427793,0.662585,0.796408,0.796889,0.651894,0.568449,0.893138,0.865215,0.85949,0.917528,0.68769,0.002263,0.006865,0.002345,0.001576,0.001845,0.004075,0.0724,0.114778,0.104751,0.199506,0.09346,0.140819,0.03341,0.149081,0.038591,0.042327,0.353518,1,0,0,1,0,0
1377,0.427157,0.846327,0.756917,0.754586,0.905931,0.885182,0.871633,0.091341,0.254674,0.551909,0.137704,0.053826,0.039751,0.028932,0.076112,0.115006,0.083558,0.221203,0.576421,0.002932,0.246996,0.289033,0.270117,0.123957,0.309794,0.331488,0.276358,0.329115,0.335473,0.327373,0.331433,0.347867,0.343244,0.363484,0.406934,0.442634,0.388567,0.385576,0.380021,0.387435,0.394294,0.020627,0.04178,0.000702,0.037617,0.032718,0.011532,0.001303,0.008611,0.00148,0.002807,0.001421,0.004522,0.000631,0.001336,0.00175,0.000983,0.002035,0.000745,0.000247,0.000106,0.00033,0.001659,0.0,0.0,0.304728,0.283794,0.208993,0.431126,0.31486,0.378847,0.553185,0.551351,0.528158,0.53763,0.66178,0.67975,0.682747,0.674975,0.685286,0.02638,0.009033,0.066028,0.648734,0.300146,0.106654,0.093638,0.105345,0.015531,0.039469,0.015727,0.016421,0.020561,0.022909,0.004901,0.016647,0.002285,1,0,0,0,0,0
1378,0.847553,0.817975,0.816996,0.848894,0.613515,0.781278,0.65304,0.005449,0.220059,0.132653,0.012579,0.022022,0.527861,0.075923,0.00537,0.511307,0.334068,0.135643,0.211934,0.174471,0.023601,0.042462,0.058717,0.192558,0.178457,0.173992,0.3681,0.322202,0.313374,0.266104,0.199616,0.40083,0.449211,0.172106,0.434314,0.398855,0.418306,0.382428,0.403909,0.397058,0.329897,0.002796,0.002197,0.003822,0.058006,0.01004,0.009878,0.004645,0.045227,0.060286,0.045922,0.030224,0.034307,0.111516,0.127788,0.08754,0.011637,0.005232,0.117485,0.011915,0.17386,0.010024,0.01355,0.153236,0.195451,0.378455,0.355632,0.613504,0.581197,0.498759,0.584261,0.503176,0.696838,0.311248,0.219516,0.636686,0.668132,0.652688,0.64353,0.583233,0.032473,0.021716,0.365805,0.043242,0.00666,0.027927,0.066308,0.275524,0.173337,0.213052,0.202578,0.008522,0.175531,0.007874,0.083254,0.025363,0.027316,1,0,0,0,0,0
1379,0.766773,0.72825,0.730508,0.735259,0.679024,0.715126,0.693478,0.018043,0.057566,0.075155,0.018681,0.022254,0.001826,0.050438,0.10824,0.149266,0.550315,0.000479,0.000105,0.000613,0.218553,0.221632,0.221955,0.321907,0.206029,0.188957,0.288512,0.264643,0.317929,0.297195,0.232229,0.343601,0.344328,0.286118,0.359691,0.363745,0.359287,0.359918,0.36,0.343868,0.332764,0.00489,0.000691,0.000794,0.007275,0.015934,0.002754,0.002414,0.006877,0.000195,0.003479,0.015335,0.008487,0.012845,0.00491,0.013049,0.014269,0.002533,0.000405,0.004397,0.000507,0.000588,0.001645,0.335984,0.319892,0.315407,0.301273,0.466452,0.397656,0.448381,0.599492,0.648797,0.638162,0.626308,0.468353,0.65422,0.660304,0.671643,0.667919,0.670077,0.008218,0.003867,0.184455,0.057092,0.008138,0.00467,0.115557,0.023027,0.017601,0.132302,0.070644,0.142106,0.00114,0.028625,0.000473,0.001425,0.002026,1,0,0,0,0,0
1380,0.538909,0.616269,0.763632,0.677687,0.670164,0.775626,0.694764,0.006463,0.007892,0.00714,0.007782,0.014162,0.699416,0.172665,0.093537,0.051015,0.041288,0.154095,0.019896,0.005566,0.155117,0.153285,0.152826,0.258717,0.168889,0.175508,0.414726,0.231845,0.201742,0.239074,0.219191,0.429259,0.412956,0.33489,0.356543,0.364486,0.375713,0.393121,0.408155,0.364239,0.34,0.00346,0.000589,0.004453,0.001034,0.000741,0.001238,0.000777,0.18507,0.023319,0.014821,0.011076,0.019381,0.059782,0.005738,0.014615,0.003505,0.003022,0.003382,0.002326,0.001534,0.003104,0.000414,0.020017,0.007313,0.000973,0.001968,0.436728,0.199756,0.160975,0.708221,0.754104,0.784879,0.701948,0.6702,0.688495,0.689356,0.784376,0.801496,0.731605,0.002308,0.009021,0.725125,0.003282,0.00222,0.00184,0.843286,0.317929,0.042379,0.243834,0.432345,0.069075,0.070768,0.115795,0.046651,0.00534,0.008369,1,0,0,0,0,1
1381,0.334454,0.555928,0.70524,0.753867,0.824138,0.657547,0.726553,0.00997,0.08091,0.030743,0.005596,0.007488,0.32451,0.328125,0.202346,0.161822,0.235978,0.125155,0.185686,0.008107,0.31952,0.30177,0.298217,0.327373,0.267634,0.279671,0.473594,0.466111,0.340377,0.345302,0.371516,0.482922,0.47358,0.434424,0.392668,0.482593,0.468416,0.253052,0.29428,0.421475,0.431427,0.00057,0.001697,0.001757,0.012155,0.001571,0.000637,0.000481,0.029575,0.032297,0.024448,0.021557,0.02846,0.031283,0.028963,0.026534,0.020027,0.04359,0.100133,0.209781,0.000356,0.001697,0.001812,0.0,0.0,0.0,0.0,0.683608,0.683687,0.619878,0.726762,0.755233,0.770912,0.693505,0.60817,0.723598,0.756352,0.67379,0.681159,0.779757,0.008079,0.015591,0.70516,0.154678,0.02928,0.006826,0.058637,0.41505,0.666031,0.072909,0.076524,0.100882,0.105797,0.188823,0.008177,0.016507,0.010742,1,0,0,0,0,0
1382,0.68417,0.54823,0.717694,0.647413,0.706866,0.674073,0.682703,0.116392,0.007395,7.4e-05,0.415581,0.373727,0.311807,0.31387,0.306716,0.3381,0.285426,0.584942,0.274538,0.267449,0.25107,0.245267,0.265933,0.281049,0.256372,0.226502,0.280096,0.334053,0.262167,0.242558,0.176612,0.484355,0.400439,0.28415,0.43725,0.401866,0.456317,0.439204,0.383326,0.424211,0.41797,0.003208,0.007066,0.016159,0.012564,0.001044,0.008379,0.027168,0.050663,0.05883,0.038267,0.035434,0.061565,0.041682,0.055909,0.027187,0.030519,0.054326,0.798197,0.106388,0.346615,0.059931,0.016175,0.155998,0.0,0.284174,0.389414,0.714819,0.583367,0.537652,0.517903,0.603485,0.583221,0.152084,0.107846,0.655573,0.648036,0.57886,0.663536,0.586151,0.00351,0.742566,1.0,0.001841,0.788613,0.634854,0.139023,0.636875,0.096988,1.0,1.0,0.803779,0.099248,0.861428,0.187699,0.294235,0.208991,1,0,0,0,0,0
1383,0.801018,0.293777,0.648123,0.567052,0.738104,0.625861,0.667865,0.001,0.001644,0.001868,0.028355,0.103719,0.127856,0.345129,0.150769,0.374352,0.397678,0.372639,0.323776,0.156015,0.161694,0.159931,0.150295,0.191982,0.15692,0.173121,0.167366,0.16845,0.276605,0.289609,0.307359,0.370446,0.3343,0.374088,0.308169,0.406015,0.386845,0.423909,0.419691,0.400892,0.392579,0.000232,0.000252,0.000645,0.000651,0.000277,0.000175,0.012207,0.007675,0.007655,0.043186,0.024325,0.02855,0.038019,0.048864,0.006839,0.021837,0.014108,0.058918,0.003853,0.008758,0.007909,0.002567,0.098005,0.124776,0.246075,0.279735,0.02468,0.128254,0.275441,0.103317,0.661825,0.644894,0.636898,0.610753,0.643049,0.641405,0.675434,0.692331,0.66604,0.002369,0.002196,0.00333,0.004807,0.003069,0.014354,0.179327,0.193751,0.215189,0.283753,0.058655,0.075029,0.114545,0.031185,0.048595,0.05378,0.040134,1,0,0,0,0,0
1384,0.616951,0.734037,0.66528,0.885139,0.974402,0.837205,0.976517,0.016258,0.148235,0.793338,0.055728,0.124569,0.02949,0.085593,0.651926,0.071779,0.078341,0.027705,0.01843,0.002077,0.265034,0.272401,0.250501,0.293951,0.263388,0.143587,0.278368,0.520953,0.581571,0.306996,0.13906,0.23703,0.285967,0.335857,0.265343,0.327668,0.345885,0.405686,0.389918,0.343649,0.334362,0.005737,0.001523,0.001196,0.008732,0.175382,0.066045,0.058938,0.010734,0.153135,0.051945,0.121667,0.147342,0.187769,0.197455,0.137204,0.103715,0.058912,0.04052,0.045042,0.096031,0.011862,7e-05,0.103865,0.19913,0.188887,0.048209,0.275888,0.667103,0.647399,0.546699,0.553666,0.690508,0.566078,0.513263,0.615003,0.659812,0.596272,0.556685,0.497059,0.12205,0.178016,0.054642,0.44144,0.21714,0.184502,0.063717,0.067483,0.260969,0.069429,0.038526,0.028457,0.013963,0.025806,0.022616,0.044844,0.00075,1,0,0,0,1,0
1385,0.769249,0.704813,0.563752,0.800575,0.85382,0.83503,0.869941,0.001225,0.003168,0.355923,0.174187,0.461429,0.003048,0.175699,0.132081,1.0,0.970972,0.007154,0.061204,0.004737,0.087702,0.096927,0.060014,0.022229,0.08976,0.152606,0.011804,0.019986,0.276145,0.305679,0.347709,0.270638,0.277654,0.31011,0.122277,0.344746,0.358011,0.220933,0.29906,0.353663,0.333793,0.005309,0.001198,0.002465,0.004035,0.012553,0.004639,0.065854,0.001923,0.016462,0.034104,0.02191,0.015868,0.009196,0.024934,0.036212,0.022992,0.011129,0.005969,0.027986,0.005014,0.002171,0.000418,0.113169,0.145274,0.160382,0.166723,0.107812,0.427615,0.447016,0.228842,0.505569,0.666108,0.577496,0.61706,0.61488,0.818047,0.818852,0.78092,0.75615,0.003796,0.004565,0.008455,0.139847,0.010568,0.04972,0.005757,0.163891,0.186039,0.096756,0.187768,0.080397,0.06331,0.054512,0.0235,0.094272,0.018658,1,0,0,0,1,0
1386,0.858309,0.682519,0.748622,0.72448,0.792491,0.714637,0.690288,0.211828,0.370676,0.708735,0.001629,0.00157,0.044097,0.000167,0.000974,0.018629,0.002185,0.042223,0.012056,0.018205,0.048539,0.100473,0.266125,0.310117,0.324808,0.295528,0.501159,0.547771,0.346701,0.346166,0.321831,0.359993,0.329643,0.344993,0.385734,0.348217,0.346523,0.316824,0.275583,0.279444,0.249547,0.026945,0.013518,0.020669,0.595086,0.077561,0.003283,0.000549,0.008679,0.313662,0.000444,0.000727,0.00595,0.001737,0.005366,4.6e-05,0.000607,0.000437,0.00414,0.001798,0.004623,0.004023,0.000605,0.456801,0.389974,0.45622,0.445921,0.695115,0.52865,0.482488,0.561013,0.630345,0.573247,0.453693,0.427492,0.60798,0.531177,0.477735,0.419104,0.437835,0.027533,0.023717,0.162933,0.13308,0.004691,0.00389,0.02664,0.001235,0.001446,0.019083,0.00036,0.001599,0.011699,0.00237,0.017864,0.003274,0.000813,1,0,0,0,0,0
1387,0.910726,0.549769,0.787783,0.765021,0.801211,0.757799,0.859083,0.0009,0.025126,0.000844,0.000147,0.000165,0.000335,0.0,0.209721,0.027566,0.034703,0.131662,0.050459,0.028278,0.197641,0.214005,0.229287,0.184479,0.250315,0.260501,0.209232,0.179568,0.210727,0.291605,0.294781,0.080103,0.076578,0.093752,0.391509,0.288635,0.265782,0.410645,0.33594,0.306344,0.303704,0.002042,0.000474,0.000661,0.001164,0.000447,0.000452,0.000503,0.000666,0.011285,0.040667,0.000732,0.050879,0.044089,0.063834,0.045462,0.038037,0.029928,0.001013,0.042642,0.000648,0.000354,0.000904,0.202462,0.25378,0.41008,0.412059,0.301351,0.183318,0.183854,0.078536,0.380591,0.326702,0.296095,0.30021,0.653594,0.471898,0.711766,0.517411,0.504663,0.008327,0.006401,0.005819,0.006393,0.003544,0.003258,0.004171,0.44773,0.399346,0.342083,0.229159,0.155943,0.200963,0.181819,0.003959,0.064333,0.002485,1,0,0,0,1,0
1388,0.710398,0.473623,0.643293,0.516325,0.671315,0.817192,0.743056,0.0,0.13129,0.076976,0.073065,0.291701,0.0862,0.440529,1.0,0.447466,0.159353,1.0,0.86597,0.048439,0.401495,0.403875,0.415288,0.410432,0.437085,0.575652,0.323793,0.359753,0.616502,0.568621,0.488278,0.596674,0.60976,0.585878,0.577455,0.524595,0.549534,0.514582,0.439335,0.575158,0.579911,0.00057,0.000258,0.000651,0.017434,0.037798,0.029181,0.049038,0.006826,0.024113,0.116932,0.039756,0.090851,0.158018,0.140955,0.160293,0.050767,0.093434,0.089698,0.007494,0.085718,0.173135,0.000443,0.212627,0.216407,0.265242,0.560174,0.002784,0.330638,0.676541,0.570417,0.547784,0.919149,0.640656,0.612039,0.491468,0.69847,0.410539,0.23147,0.595254,0.046125,0.009422,0.156418,0.189487,0.474004,1.0,0.083416,0.939217,0.86512,0.431353,1.0,0.173791,0.663203,0.408067,0.231321,0.031648,0.09096,1,0,0,0,0,0
1389,0.795065,0.083037,0.12531,0.036899,0.445019,0.0,0.144357,0.003609,0.114868,0.103161,0.136391,0.233471,0.073761,0.909639,0.128794,0.030429,0.053436,0.091557,0.02693,0.441939,0.226029,0.254163,0.313347,0.213573,0.340967,0.388539,0.190706,0.149348,0.372826,0.333505,0.349314,0.206742,0.192106,0.433855,0.340192,0.278505,0.275638,0.333292,0.327209,0.350199,0.347805,0.015111,0.022776,0.025036,0.024347,0.020412,0.020361,0.01301,0.007403,0.006135,0.035523,0.032054,0.007446,0.010672,0.061486,0.032263,0.010648,0.03414,0.004145,0.027299,0.00209,0.002591,0.054468,0.040727,0.067409,0.386842,0.414676,0.0,0.0,0.481582,0.042248,0.14079,0.158045,0.482007,0.650496,0.349056,0.310342,0.448448,0.429393,0.527532,0.027772,0.187034,0.16316,0.081049,0.356815,0.2178,0.070366,0.724259,0.393719,0.034682,0.172491,0.02908,0.055502,0.073449,0.02742,0.029751,0.096695,1,0,0,0,0,0
1390,0.923556,0.729474,0.741538,0.803663,0.849567,0.88205,0.848591,0.082393,0.650175,0.633248,0.000414,0.001703,0.681351,0.0,0.768843,0.212267,0.092424,0.136476,0.066332,0.001749,0.180089,0.142984,0.155768,0.229554,0.206509,0.227675,0.349719,0.44085,0.263025,0.260576,0.258827,0.387551,0.375192,0.318272,0.415981,0.445665,0.391982,0.400014,0.398443,0.374609,0.354835,0.015237,0.007732,0.004199,0.074832,0.049931,0.012054,0.014987,0.07891,0.029754,0.055112,0.001307,0.024077,0.025361,0.016557,0.01115,0.02478,0.014097,0.023477,0.000992,0.007591,0.002059,0.001055,0.540246,0.720265,0.574801,0.447766,0.664128,0.606974,0.624609,0.670077,0.686024,0.66339,0.476293,0.451165,0.769145,0.771325,0.576836,0.586342,0.522097,1.0,0.005098,0.556388,0.758098,0.432004,0.003989,0.289903,0.335046,0.495107,0.131221,0.174191,0.087031,0.242826,0.259197,0.051844,0.003151,0.010491,1,0,0,0,1,0
1391,0.83887,0.526646,0.767572,0.636234,0.680184,0.555868,0.695223,0.128761,0.266564,0.167991,0.219113,0.215356,0.354871,0.112556,0.038625,0.018876,0.012535,0.202622,0.053474,0.110271,0.303765,0.319931,0.322174,0.295377,0.258285,0.264918,0.381447,0.405171,0.354897,0.36725,0.331413,0.423621,0.447977,0.406262,0.38192,0.417003,0.375398,0.350871,0.294259,0.368004,0.458512,0.010615,0.009476,0.001506,0.011962,0.023886,0.04693,0.050335,0.062052,0.008724,0.005196,0.003572,0.010288,0.003486,0.005292,0.002828,0.000388,0.000639,0.034865,0.014711,0.042882,0.025621,0.005435,0.520297,0.365651,0.443706,0.410483,0.7275,0.558463,0.506631,0.875022,1.0,1.0,0.693751,0.589942,0.887234,1.0,0.763732,1.0,1.0,0.127107,0.006773,0.068645,0.1041,0.082946,0.081315,0.119492,0.085438,0.01909,0.789383,0.058027,0.012091,0.371735,0.401009,0.140245,0.43298,0.181955,1,0,0,0,1,0
1392,0.770496,0.635688,0.514144,0.461801,0.401166,0.549952,0.52897,0.016257,0.022088,0.011571,0.038155,0.060962,0.020783,0.063956,0.380145,0.768583,0.704926,1.0,1.0,0.280328,0.185281,0.325631,0.0,0.141413,0.119163,0.053656,0.265501,0.294822,0.189856,0.083601,0.0,0.541927,0.378292,0.194163,0.332195,0.408134,0.48214,0.377846,0.396763,0.342188,0.259246,0.01576,0.063085,0.027499,0.007559,0.023497,0.037596,0.032781,0.016448,0.020154,0.018421,0.016724,0.095746,0.049424,0.023753,0.071776,0.070288,0.026764,0.00698,0.084473,0.007713,0.001263,0.021142,0.037428,0.091016,0.23213,0.080582,0.472468,0.454062,0.437679,0.44648,0.376252,0.437869,0.127919,0.073426,0.580034,0.563875,0.671542,0.664419,0.598978,0.036329,0.049402,0.105771,0.023683,0.102368,0.056983,0.036279,0.029534,0.055121,0.206491,0.236716,0.311887,0.106033,0.099066,0.004417,0.035745,0.160047,1,0,0,0,0,0
