,attr8,attr12,attr13,attr16,attr21,attr27,attr29,attr33,attr34,attr37,attr38,attr41,attr42,attr43,attr47,attr49,attr50,attr53,attr58,attr60,attr65,attr67,attr71,attr72,attr73,attr74,attr81,attr84,attr86,attr88,attr94,attr95,attr97,attr104,attr105,attr106,attr108,attr110,attr111,attr114,attr115,attr116,attr120,attr124,attr127,attr130,attr132,attr134,attr135,attr137,attr148,attr151,attr153,attr155,attr157,attr160,attr163,attr164,attr165,attr166,attr171,attr176,attr194,attr196,attr197,attr198,attr200,attr203,attr216,attr220,attr224,attr226,attr227,attr231,attr232,attr233,attr234,attr235,attr237,attr240,attr243,attr245,attr247,attr249,attr251,attr255,attr261,attr264,attr265,attr266,attr271,attr277,attr280,attr281,attr282,attr283,attr284,attr285,attr286,attr287,attr288,attr289,attr290,attr291,attr292,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1012,0.444292,0.638292,0.530475,0.723243,0.723816,0.5953,0.741146,0.536056,0.394397,0.735907,0.701798,0.423099,0.296226,0.582997,0.562478,0.242424,0.143525,0.288425,0.046529,0.293147,0.140616,0.230128,0.025479,0.105041,0.002259,0.472819,0.50337,0.506537,0.228978,0.479851,0.36126,0.765896,0.528795,0.066494,0.115033,0.075148,0.141937,0.426056,0.200963,0.38965,0.426638,0.453261,0.187695,0.403903,0.309405,0.474882,0.246821,0.411285,0.42993,0.487569,0.040338,0.083111,0.004142,0.003411,0.06658,0.123609,0.045146,0.000833,0.008168,0.006421,0.000185,0.086854,0.088603,0.073,0.0,0.0,0.31009,0.0,0.322009,0.480886,0.491632,0.440818,0.483757,0.715469,0.502801,0.52311,0.553416,0.561139,0.604301,0.54874,0.596918,0.604828,0.011799,0.379123,0.01636,0.548143,0.350572,0.019703,0.062743,0.092461,0.249961,0.066033,0.169623,0.10517,0.088395,0.091563,0.047241,0.448173,0.292215,0.220958,0.122093,0.081472,0.045054,0.07945,0.25738,0.191058,0.47511,0,0,0,0,0,1
1013,0.620889,0.877014,0.778971,0.755273,0.767811,0.900835,0.756835,0.715852,0.670998,0.703966,0.862536,0.729443,0.671828,0.789868,0.894503,0.680632,0.007363,0.080808,0.135686,0.270672,0.454707,0.480758,0.440317,0.534051,0.16067,0.444838,0.700162,0.348626,0.691967,0.867706,0.071119,0.199001,0.190783,0.238814,0.23448,0.181017,0.328712,0.321186,0.260183,0.338365,0.312546,0.339738,0.320367,0.35568,0.333973,0.378027,0.355939,0.375252,0.359252,0.354854,0.003135,0.014857,0.000808,0.003565,0.003955,0.011585,0.012802,0.023326,0.017256,0.020261,0.028604,0.041981,0.000515,0.031927,0.086968,0.145248,0.34172,0.22679,0.423567,0.441252,0.40116,0.454846,0.467866,0.42706,0.457705,0.470889,0.474675,0.470725,0.440443,0.461221,0.469612,0.435603,0.031684,0.122492,0.006533,0.045215,0.063634,0.123441,0.062165,0.260536,0.03696,0.005192,0.054105,0.017387,0.016165,0.021838,0.004126,0.002913,0.010876,0.046604,0.015629,0.002268,0.003217,0.002973,0.002019,0.007124,0.015838,0,0,0,0,0,1
1014,0.962262,0.84182,0.854187,0.967151,0.942487,0.348207,0.817585,0.627171,0.482898,0.709252,0.653039,0.461735,0.331861,0.619846,0.488381,0.401666,1.0,0.054084,0.00152,0.111121,0.015172,0.142422,0.000214,0.071847,0.145082,0.189176,0.347674,0.508209,0.335355,0.23477,0.591487,0.430532,0.801233,0.270608,0.285179,0.281612,0.283883,0.228205,0.246051,0.292344,0.284337,0.276601,0.276183,0.337062,0.274198,0.409077,0.41767,0.294234,0.327033,0.403626,0.013307,0.001018,0.004237,0.001879,0.004761,0.006976,0.00419,0.005017,0.002125,0.000157,0.00523,0.002472,0.024793,0.007371,0.418012,0.387124,0.282286,0.36671,0.291627,0.244852,0.426027,0.399427,0.271906,0.402938,0.359723,0.372086,0.389095,0.496859,0.522778,0.448817,0.460929,0.425406,0.003074,0.022424,0.054812,0.141605,0.024163,0.00309,0.172562,0.018699,0.1391,0.069746,0.05194,0.210034,0.0767,0.077995,0.007322,0.03455,0.268198,0.07438,0.389335,0.157919,0.104706,0.037621,0.025846,0.069305,0.033708,0,0,0,0,0,1
1015,0.720798,0.642,0.868796,0.821043,0.863619,0.87481,0.576451,0.593557,0.749564,0.350628,0.367253,0.531305,0.162141,0.568213,0.509412,0.155427,0.258249,0.001861,0.034252,0.343112,0.027293,0.302824,0.27943,0.494591,0.440837,0.320652,0.468489,0.66176,0.519654,0.785762,0.7623,0.612761,0.64256,0.227716,0.232173,0.338595,0.226933,0.236895,0.230785,0.251091,0.234703,0.23402,0.343619,0.27297,0.395738,0.302591,0.281596,0.264014,0.233466,0.295058,0.010493,0.000368,0.000473,0.014299,3.4e-05,0.000211,0.006968,0.000236,0.001692,0.00553,0.016811,0.019094,0.060978,0.02461,0.411872,0.349783,0.342717,0.380277,0.351565,0.412118,0.324716,0.420919,0.398629,0.343713,0.659217,0.616466,0.402356,0.510289,0.373409,0.570936,0.52188,0.523438,0.038448,0.002397,0.002575,0.001555,0.016469,0.135121,0.000913,0.002234,0.14275,0.097162,0.108835,0.383421,0.616318,0.255801,0.252424,0.157346,0.08391,0.117116,0.044344,0.131355,0.074686,0.13564,0.079439,0.093511,0.049187,0,0,0,0,0,1
1016,0.509157,0.817646,0.580188,0.667008,0.627958,0.670668,0.713822,0.61965,0.647353,0.400657,0.342214,0.591388,0.512716,0.56419,0.599019,0.397805,0.837876,0.057356,0.171175,0.110095,0.495182,0.268798,0.537626,0.602393,0.305714,0.575924,0.767792,0.607204,0.877113,0.526338,0.602307,0.706872,0.833217,0.24233,0.207736,0.384352,0.322879,0.243084,0.24822,0.378718,0.295934,0.296352,0.398513,0.336557,0.377612,0.328059,0.336462,0.363985,0.322623,0.218073,0.022861,0.003351,0.002616,0.02162,0.003821,0.002377,0.017797,0.009322,0.011298,0.014396,0.006788,0.015963,0.083681,0.084536,0.471691,0.410714,0.344302,0.481737,0.331701,0.317069,0.409723,0.633385,0.522038,0.389608,0.521906,0.58999,0.621106,0.65295,0.502389,0.527066,0.510344,0.516233,0.124592,0.006443,0.163635,0.047122,0.101472,0.112847,0.115943,0.223186,0.235149,0.249279,0.107942,0.062313,0.175446,0.239504,0.369297,0.075776,0.080227,0.0984,0.044652,0.075975,0.05146,0.086802,0.045569,0.071274,0.118753,0,0,0,0,0,1
1017,0.837625,0.723438,0.910312,0.867275,0.918488,0.884364,0.624699,0.453487,0.779753,0.406868,0.483339,0.501776,0.523101,0.579021,0.71674,0.588617,0.545984,0.013335,0.151703,0.171953,0.19525,0.204749,0.609014,0.647774,0.196027,0.235869,0.413226,0.73621,1.0,0.694216,0.417436,0.276343,0.601896,0.273718,0.215597,0.335303,0.245039,0.338185,0.358987,0.342749,0.279777,0.305308,0.370214,0.350828,0.351547,0.366261,0.393761,0.370473,0.35747,0.378947,0.038468,0.003364,0.022602,0.00959,0.011636,0.000534,0.00583,0.012729,0.011551,0.003779,0.010459,0.128261,0.033735,0.042622,0.262803,0.294726,0.32965,0.247627,0.509891,0.347662,0.509024,0.496988,0.54431,0.551869,0.461526,0.461256,0.541545,0.484976,0.52229,0.465921,0.492254,0.48466,0.05361,0.007548,0.091943,0.053481,0.113278,0.063876,0.006421,0.004905,0.039696,0.066889,0.053969,0.075612,0.089813,0.151871,0.122386,0.071532,0.062727,0.100285,0.034535,0.04951,0.030858,0.057323,0.089901,0.033693,0.148646,0,0,0,0,0,1
1018,0.648967,0.668576,0.698315,0.680087,0.718154,0.678412,0.737105,0.695057,0.320305,0.643909,0.719371,0.112233,0.072981,0.535403,0.405536,0.217894,0.581272,0.007096,0.466701,0.035574,0.413851,0.007421,0.350031,0.36119,0.098607,0.187031,0.154582,0.051125,0.367914,0.438473,0.285939,0.449195,0.4191,0.204513,0.188777,0.33233,0.214388,0.207179,0.451018,0.279795,0.229136,0.239597,0.338454,0.285084,0.361473,0.364059,0.321253,0.367971,0.3317,0.352125,0.032442,0.004148,0.13367,0.00916,0.003278,0.038149,0.030763,0.002583,0.000846,0.006829,0.045296,0.006088,0.039201,0.035459,0.317379,0.183301,0.02113,0.111312,0.527628,0.326123,0.598602,0.346476,0.516245,0.517355,0.450382,0.49171,0.597778,0.54386,0.536753,0.456247,0.457322,0.409878,0.200474,0.016848,0.816602,0.029225,0.145959,0.032655,0.038333,0.036858,0.03285,0.020003,0.039487,0.053835,0.267439,0.263071,0.137769,0.112739,0.048115,0.024434,0.033902,0.027376,0.02541,0.055483,0.072536,0.055397,0.217556,0,0,0,0,0,1
1019,0.652205,0.688449,0.687873,0.567774,0.549303,0.79218,0.394707,0.766373,0.757911,0.186955,0.490198,0.626881,0.31679,0.088224,0.531782,0.560432,0.69403,0.000893,0.179936,0.002427,0.189853,0.310993,0.757376,0.504107,0.747082,0.249663,0.186299,0.369069,0.379898,0.682024,0.577881,0.77861,0.775232,0.168315,0.177524,0.418652,0.253531,0.191883,0.197392,0.366007,0.29507,0.329971,0.402718,0.30863,0.320454,0.364066,0.377326,0.327282,0.354601,0.374586,0.019454,0.000273,0.000232,0.028049,0.038356,0.001293,0.002106,0.045873,0.186753,0.00213,0.183405,0.016164,0.043302,0.017162,0.497157,0.431844,0.106044,0.120903,0.368096,0.397492,0.434914,0.443371,0.433935,0.44054,0.488951,0.478333,0.468526,0.477819,0.466782,0.442463,0.492152,0.480148,0.066853,0.004526,0.007763,0.273537,0.034272,0.017619,0.187457,0.092644,0.051564,0.079134,0.030672,0.067769,0.035468,0.046379,0.047176,0.038627,0.060509,0.08371,0.063644,0.092047,0.123006,0.19983,0.055346,0.055143,0.016069,0,0,0,0,0,1
1020,0.630956,0.617631,0.621773,0.592645,0.70141,0.715547,0.726028,0.506274,0.730535,0.703605,0.69375,0.533965,0.583151,0.667898,0.575898,0.643541,0.173332,0.284483,0.131863,0.302066,0.279858,0.256231,0.42764,0.395702,0.482065,0.249932,0.243135,0.526426,0.359334,0.311714,0.325866,0.224109,0.230203,0.3325,0.377905,0.374225,0.462347,0.306667,0.326613,0.407411,0.473603,0.423202,0.408295,0.345373,0.436392,0.439806,0.350685,0.432453,0.446677,0.465438,0.011757,0.045533,0.009289,0.017146,0.021124,0.00831,0.028025,0.024205,0.045288,0.00019,0.035891,0.015484,0.020625,0.014038,0.372647,0.322759,0.530704,0.590707,0.316993,0.703797,0.625126,0.70661,0.704031,0.635404,0.701523,0.735708,0.810688,0.724856,0.690824,0.786371,0.87246,0.655139,0.378715,0.5752,0.346694,0.077171,0.268643,0.003558,0.132025,0.064444,0.109413,0.168071,0.119058,0.094719,0.160212,0.218457,0.14818,0.154107,0.314281,0.108106,0.172793,0.208312,0.180619,0.164548,0.117659,0.197601,0.046363,0,0,0,0,0,1
1021,0.656523,0.587827,0.775624,0.803888,0.790101,0.722048,0.562027,0.743159,0.708111,0.129581,0.128011,0.7467,0.728498,0.567192,0.713799,0.718798,0.44131,0.171171,0.243369,0.105552,0.174379,0.291552,0.227355,0.289746,0.326572,0.447531,1.0,0.575994,0.569988,0.757148,0.062126,0.060483,0.057266,0.31227,0.274835,0.325288,0.343374,0.322263,0.339815,0.350754,0.352503,0.350508,0.38548,0.365,0.412284,0.362222,0.369156,0.351125,0.493066,0.414808,0.019071,0.013336,0.003441,0.005065,0.001112,0.0018,0.001941,0.00123,0.001538,0.002611,0.004219,0.059633,0.000508,0.000453,0.502035,0.533503,0.508085,0.37292,0.536131,0.557926,0.547593,0.537697,0.534856,0.488784,0.343241,0.516349,0.493346,0.491948,0.406457,0.366714,0.399255,0.419697,0.024944,0.014925,0.013423,0.044015,0.04173,0.020014,0.010021,0.020943,0.078144,0.073365,0.119571,0.115607,0.074999,0.053,0.063718,0.00505,0.003062,0.003699,0.011985,0.010293,0.008927,0.004407,0.003393,0.002794,0.002054,0,0,0,0,0,1
1022,0.714812,0.677106,0.667356,0.705984,0.637332,0.602483,0.66829,0.543318,0.601574,0.501543,0.60642,0.583467,0.413213,0.562197,0.551257,0.565557,0.026442,0.02681,0.031087,0.05048,0.011445,0.012974,0.029403,0.032265,0.006122,0.01243,0.126246,0.303136,0.289316,0.235955,0.202729,0.134925,0.461337,0.304568,0.317071,0.297936,0.302627,0.303711,0.298635,0.263992,0.252359,0.254657,0.252695,0.241763,0.325364,0.288512,0.315473,0.369698,0.380034,0.339527,0.001112,0.000889,0.001094,0.001445,0.00321,0.002347,0.000858,0.00082,0.001743,0.009973,0.000769,0.013878,0.009448,0.004431,0.27676,0.272287,0.290615,0.340893,0.352903,0.234266,0.271661,0.402811,0.350812,0.389918,0.485943,0.505793,0.491859,0.504786,0.442856,0.557993,0.568505,0.501465,0.007435,0.007644,0.022362,0.024858,0.006468,0.043868,0.050867,0.036587,0.009837,0.122845,0.055279,0.050142,0.029816,0.034008,0.005302,0.050756,0.018525,0.027452,0.034884,0.048517,0.079989,0.023205,0.110193,0.040834,0.040322,0,0,0,0,0,1
1023,0.771398,0.699905,0.723081,0.599197,0.606305,0.654817,0.621622,0.358537,0.482701,0.600359,0.617121,0.608098,0.543451,0.774581,0.28049,0.633952,0.260548,0.309778,0.360948,0.290595,0.510421,0.318448,0.304345,0.277313,0.011435,0.297193,0.284095,0.304569,0.572184,0.215786,0.377221,0.246135,0.260985,0.37594,0.585878,0.246269,0.248903,0.261365,0.342229,0.23954,0.317531,0.256722,0.238615,0.246303,0.347846,0.239383,0.193086,0.219403,0.417044,1.0,0.029939,0.03977,0.239667,0.029741,0.017957,0.065406,0.033089,0.007891,0.034266,0.048053,0.001226,0.321061,0.458255,0.004453,0.487352,0.505759,0.658716,0.569948,0.633186,0.568606,0.621612,0.593051,0.503724,0.693483,0.61375,0.577641,0.471551,0.461364,0.544552,0.526056,0.717391,0.532497,0.014577,0.08273,0.075675,0.058614,0.102742,0.087705,0.157846,0.193264,0.053035,0.376197,0.149911,0.172163,0.12622,0.080322,0.095509,0.116644,0.063322,0.057727,0.010381,0.003315,0.137493,0.205929,0.0962,0.077429,0.008791,0,0,0,0,0,1
1024,0.535916,0.865123,0.842384,0.635219,0.8774,0.774666,0.627561,0.39802,0.200716,0.654342,0.665268,0.569752,0.568147,0.514922,0.579393,0.578173,0.252218,0.0,0.193556,0.01177,0.142113,0.089547,0.647039,0.574658,0.43635,0.10557,0.048603,0.651,0.083986,0.087764,0.10187,0.135114,0.128208,0.308649,0.306962,0.282181,0.302401,0.315535,0.316406,0.315089,0.318711,0.326749,0.33201,0.338347,0.287257,0.301838,0.343471,0.290055,0.294883,0.297133,0.003526,1.6e-05,0.000125,0.00301,0.001344,0.000223,0.002397,0.002403,0.00094,0.003478,0.008744,0.000952,0.002893,0.002857,0.391383,0.410192,0.416163,0.39145,0.476002,0.47334,0.514705,0.351684,0.353406,0.431976,0.340378,0.336252,0.335346,0.335961,0.347457,0.326445,0.307982,0.296878,0.001535,0.000788,0.000247,0.0035,0.008815,0.018747,0.034831,0.029769,0.042258,0.007866,0.099295,0.006588,0.011066,0.016202,0.012405,0.018303,0.059778,0.047245,0.012241,0.016393,0.01334,0.020184,0.023896,0.025672,0.028281,0,0,0,0,0,1
1025,0.762477,0.757186,0.750505,0.842556,0.800294,0.795022,0.529199,0.366714,0.548836,0.719244,0.35413,0.531133,0.707073,0.512357,0.588964,0.50838,0.002334,0.001645,0.003049,0.00278,0.020926,0.040933,0.106526,0.103914,0.195964,0.186816,0.869363,0.459093,0.11355,0.611765,0.710591,0.73052,0.261964,0.202599,0.201399,0.232888,0.227311,0.226735,0.223896,0.271893,0.299184,0.284054,0.367051,0.310336,0.344211,0.356193,0.332634,0.285487,0.290226,0.455267,0.000612,0.000324,0.000218,0.000368,0.000346,0.00029,0.006968,0.015527,0.012163,0.000803,0.004498,0.118213,0.070636,0.012164,0.154232,0.15412,0.16689,0.15696,0.292695,0.5399,0.487464,0.496108,0.551138,0.474202,0.422135,0.420536,0.47882,0.584273,0.528986,0.372954,0.511596,0.316615,0.00407,0.001837,0.002936,0.006437,0.076375,0.009753,0.036079,0.026101,0.162734,0.109616,0.182894,0.042435,0.017295,0.055419,0.203553,0.291,0.084402,0.033256,0.032296,0.069694,0.099298,0.080131,0.057501,0.060796,0.036325,0,0,0,0,0,1
1026,0.709381,0.733218,0.733071,0.766452,0.744059,0.767219,0.751275,0.378309,0.306869,0.557723,0.755243,0.467262,0.626945,0.139493,0.382096,0.340078,0.002159,0.001037,0.001072,0.000697,0.028224,0.042869,0.197383,0.168659,0.275458,0.066542,0.083994,0.830545,0.531804,0.33253,0.541443,0.645615,0.570174,0.215652,0.214019,0.222449,0.21939,0.222222,0.226653,0.238669,0.305974,0.247846,0.367881,0.340953,0.368711,0.256989,0.388669,0.358381,0.357888,0.303169,0.000226,0.000248,0.000191,0.000214,0.000245,1e-06,0.006888,0.028231,0.008703,0.021739,0.005791,0.009478,0.017258,0.006916,0.160885,0.187388,0.202977,0.216955,0.385344,0.595668,0.389392,0.474045,0.618984,0.479245,0.622003,0.623278,0.648562,0.606012,0.642657,0.504909,0.549651,0.605195,0.001972,0.001458,0.000223,0.001308,0.114508,0.311905,0.391497,0.123401,0.094464,0.142454,0.141705,0.05901,0.052051,0.14467,0.240439,0.0707,0.081752,0.220613,0.329313,0.262576,0.316341,0.430863,0.317576,0.320882,0.290158,0,0,0,0,0,1
1027,0.253971,0.24789,0.272875,0.409426,0.714203,0.649046,0.601066,0.807785,0.750397,0.723067,0.717932,0.782219,0.424419,0.449997,0.862399,0.149294,0.0033,0.002799,0.003943,0.00407,0.27345,0.008553,0.642032,0.487769,0.355801,0.044253,0.231953,0.396688,0.543733,0.131095,0.318396,0.335839,0.618632,0.301571,0.322984,0.290754,0.259753,0.277997,0.280816,0.330754,0.31249,0.313409,0.406639,0.353395,0.404842,0.321351,0.355027,0.397476,0.393642,0.334438,0.001682,0.003495,0.00102,0.012172,0.003944,0.011556,0.004669,0.001771,0.001444,0.002291,0.010225,0.01732,0.003386,0.105209,0.107208,0.107913,0.101427,0.097725,0.244856,0.300143,0.623736,0.538178,0.363023,0.506575,0.591374,0.61857,0.414665,0.454945,0.595645,0.577485,0.549808,0.509673,0.000902,0.002561,0.002205,0.009179,0.348819,0.105504,0.562431,0.11618,0.714991,0.597621,0.557073,0.177247,0.086143,0.409017,0.387051,0.100614,0.170632,0.115174,0.090943,0.130071,0.216799,0.213531,0.049459,0.082759,0.070586,0,0,0,0,0,1
1028,0.64198,0.820726,0.832764,0.732051,0.689484,0.586709,0.700234,0.361644,0.537283,0.6305,0.580082,0.618414,0.631129,0.443489,0.528412,0.574474,0.042349,0.040288,0.005706,0.017423,0.218941,0.263845,0.330643,0.618466,0.402633,0.507585,0.301442,0.549533,0.486497,0.171113,0.222032,0.204411,0.278728,0.322778,0.321852,0.296948,0.324204,0.339616,0.334774,0.366955,0.371125,0.377209,0.367284,0.36668,0.361612,0.319808,0.39297,0.377339,0.393752,0.226248,0.001923,0.00194,0.002383,0.001614,0.00065,0.000556,0.001493,0.001919,0.001653,0.003875,0.003627,0.003254,0.032994,0.013463,0.255759,0.223665,0.313797,0.289206,0.466139,0.55834,0.548947,0.564591,0.586755,0.578133,0.673924,0.713477,0.72182,0.906502,0.684391,0.583769,0.783391,0.652946,0.061963,0.049283,0.060985,0.011887,0.017296,0.043668,0.065598,0.047384,0.080881,0.061316,0.02939,0.107092,0.116311,0.227971,0.205976,0.161156,0.077046,0.08936,0.200041,0.349996,0.311527,0.22672,0.074396,0.133747,0.096565,0,0,0,0,0,1
1029,0.819881,0.696711,0.760483,0.404374,0.534219,0.487415,0.754744,0.765487,0.676472,0.686065,0.692116,0.701648,0.676268,0.608107,0.48671,0.4511,0.001366,0.00113,0.893804,0.410186,0.823865,0.563888,0.735152,0.557339,0.532136,0.595648,0.394929,0.359007,0.344131,0.297926,0.594042,0.219111,0.042843,0.279959,0.280645,0.288807,0.426728,0.40192,0.294746,0.362634,0.426619,0.316269,0.409547,0.432277,0.457119,0.456077,0.470014,0.425652,0.464348,0.424945,0.000293,0.000267,6e-05,0.000234,0.025516,0.003526,0.009785,0.021097,0.002373,0.071157,0.016067,0.01646,0.002411,0.001298,0.132548,0.167561,0.124295,0.104748,0.364075,0.636172,0.567868,0.685912,0.664452,0.665045,0.607555,0.641226,0.627818,0.61025,0.578066,0.717727,0.362039,0.273338,0.141474,0.008751,0.006102,0.396983,0.261456,0.070231,0.250999,0.278606,0.066789,0.071522,0.064978,0.142485,0.104813,0.09957,0.089543,0.109472,0.156345,0.217113,0.107949,0.150422,0.248465,0.3942,0.029967,0.03465,0.025343,0,0,0,0,0,1
1030,0.640979,0.543005,0.546698,0.577707,0.54231,0.643975,0.486194,0.679288,0.600841,0.499532,0.586773,0.62373,0.662985,0.265749,0.49991,0.631019,0.143495,0.129253,0.242118,0.355235,0.220812,0.145884,0.246061,0.328799,0.458326,0.413953,0.432333,0.511774,0.138249,0.402714,0.083142,0.223508,0.141272,0.287126,0.281303,0.410837,0.39356,0.376413,0.385528,0.414328,0.407353,0.364678,0.334527,0.396392,0.349959,0.34035,0.353964,0.348772,0.357298,0.336481,0.020822,0.009504,0.001898,0.043215,0.036634,0.05278,0.02551,0.02117,0.002691,0.00953,0.006788,0.006564,0.00194,0.0007,0.305734,0.275228,0.262782,0.21681,0.510646,0.536333,0.503042,0.558989,0.428923,0.487934,0.523148,0.537786,0.481839,0.465457,0.483002,0.493056,0.521225,0.406703,0.060858,0.065632,0.075793,0.070232,0.069036,0.035537,0.040763,0.006512,0.02466,0.102961,0.06897,0.045287,0.028575,0.047943,0.093485,0.0499,0.077304,0.054916,0.057117,0.037798,0.004299,0.005569,0.012019,0.009113,0.06703,0,0,0,0,0,1
1031,0.678884,0.706636,0.735213,0.43651,0.751364,0.759574,0.525272,0.795029,0.815791,0.315669,0.288539,0.612654,0.750478,0.13253,0.176897,0.195326,0.007386,0.000172,0.040532,0.000551,0.109793,0.0025,0.319839,0.165091,0.246912,0.004465,0.185029,0.131778,0.197138,0.208086,0.109828,0.067819,0.558963,0.27048,0.25655,0.2162,0.230055,0.176578,0.279465,0.313875,0.263045,0.176687,0.326132,0.315268,0.331694,0.324733,0.356262,0.173251,0.18166,0.164417,0.024066,0.003315,0.001909,0.004877,0.005847,0.028116,0.004751,0.035102,0.011604,0.02291,0.007126,0.002968,0.035428,0.039419,0.084217,0.021504,0.138296,0.168903,0.461576,0.281837,0.39552,0.332886,0.345679,0.493,0.642568,0.648774,0.698001,0.693941,0.60845,0.545692,0.588332,0.616065,0.030319,0.015672,0.048212,0.034239,0.088343,0.096823,0.102429,0.385236,0.066988,0.239364,0.045599,0.281772,0.285311,0.140331,0.132739,0.162916,0.161166,0.083877,0.059529,0.113986,0.098022,0.117204,0.103221,0.10462,0.156186,0,0,0,0,0,1
1032,0.635306,0.505009,0.56676,0.699432,0.583393,0.453692,0.749653,0.521254,0.46661,0.252358,0.267538,0.264008,0.306249,0.296556,0.34268,0.238038,0.003576,0.00372,0.00046,0.179872,0.071009,0.285878,0.155344,0.182971,0.173055,0.750383,0.538957,0.263867,0.235056,0.318187,0.203526,0.256239,0.193529,0.290569,0.283772,0.156358,0.258882,0.301914,0.288402,0.246001,0.27415,0.311722,0.348553,0.355309,0.344877,0.347682,0.35406,0.276091,0.237023,0.219033,0.01033,0.006373,0.000243,0.004659,0.005943,0.003733,0.019104,0.013559,0.00694,0.006057,0.00088,0.000468,0.037926,0.023919,0.114242,0.211151,0.176977,0.28054,0.230565,0.546867,0.351226,0.507325,0.501185,0.367586,0.555846,0.594058,0.603216,0.647924,0.616456,0.643608,0.649971,0.652207,0.035361,0.031238,0.002371,0.023068,0.21831,0.125543,0.096398,0.11389,0.087879,0.035718,0.063037,0.053012,0.040716,0.117483,0.132669,0.133678,0.122224,0.221851,0.137097,0.10486,0.173072,0.165875,0.220992,0.202494,0.167145,0,0,0,0,0,1
1033,0.688037,0.581767,0.695685,0.678337,0.679267,0.611049,0.664852,0.47134,0.527739,0.333708,0.37599,0.293837,0.347126,0.23246,0.249557,0.287997,0.01832,0.001768,0.005773,0.245003,0.001473,0.267875,0.005359,0.059588,0.247991,0.296609,0.100921,0.171579,0.161196,0.159936,0.033466,0.047499,0.017604,0.224259,0.210096,0.229506,0.385871,0.282791,0.201859,0.213244,0.580727,0.666838,0.254266,0.427661,0.307428,0.319355,0.14954,0.15677,0.10679,0.13238,0.003308,0.000737,0.001676,0.002327,0.316288,0.003492,0.001354,0.428366,0.229581,0.034818,0.099167,0.008803,0.014768,0.031444,0.34834,0.316302,0.286858,0.299058,0.309883,0.524211,0.510478,0.561024,0.554885,0.680019,0.518496,0.565217,0.598654,0.525161,0.580236,0.576859,0.599906,0.680969,0.004515,0.002195,0.00611,0.096687,0.004875,0.016814,0.002575,0.002385,0.047552,0.011726,0.080585,0.11571,0.208215,0.235416,0.083465,0.059368,0.116721,0.066294,0.068516,0.100947,0.055021,0.095817,0.053215,0.053653,0.124809,0,0,0,0,0,1
1034,0.772551,0.709059,0.718915,0.794755,0.665943,0.4415,0.608528,0.341171,0.374504,0.713303,0.597181,0.22851,0.208267,0.676943,0.249683,0.096678,0.076337,0.32942,0.07225,0.053474,0.126396,0.027638,0.219319,0.119498,0.088988,0.085826,0.083076,0.099747,0.046302,0.158428,0.145885,0.207689,0.041803,0.257867,0.318731,0.319897,0.344513,0.235062,0.26131,0.319925,0.354801,0.351975,0.320343,0.281701,0.340261,0.224904,0.097263,0.3419,0.331159,0.234918,0.001334,0.015272,0.005775,0.000964,0.001877,0.008405,0.00095,0.001007,0.001268,0.007579,0.002085,0.005123,0.024695,0.0541,0.438697,0.470478,0.463153,0.45811,0.439356,0.526637,0.762234,0.522522,0.522544,0.760053,0.527778,0.530149,0.513576,0.509796,0.639325,0.507392,0.562042,0.514459,0.003379,0.093589,0.034261,0.011203,0.002052,0.017899,0.055222,0.099892,0.210145,0.028994,0.099947,0.003416,0.005867,0.018169,0.04111,0.084046,0.07323,0.071172,0.003178,0.010889,0.007065,0.081453,0.08348,0.049874,0.088989,0,0,0,0,0,1
1035,0.879294,0.622373,0.679527,0.437824,0.733916,0.492957,0.251249,0.315961,0.309733,0.134797,0.289354,0.293038,0.35839,0.251373,0.697005,0.70248,0.001793,0.002294,0.427405,0.322571,0.206662,0.319016,0.574919,0.284356,0.25666,0.349019,0.462157,0.272697,0.168762,0.40547,0.624786,0.115284,0.108408,0.122339,0.056317,0.230816,0.335041,0.254239,0.207654,0.33214,0.363141,0.357695,0.336536,0.321584,0.403237,0.47299,0.389431,0.411687,0.41716,0.453615,0.000641,0.001547,0.002462,0.011074,0.026325,0.049318,0.01176,0.014592,0.020473,0.017492,0.016881,0.023908,0.006612,0.00506,0.320205,0.297907,0.260411,0.190161,0.465546,0.494319,0.302122,0.440687,0.509181,0.520721,0.493279,0.454263,0.56316,0.565542,0.570529,0.563775,0.72504,0.701311,0.00412,0.005006,0.002105,0.077041,0.031427,0.023165,0.143307,0.0038,0.046746,0.046931,0.037356,0.049189,0.099923,0.130357,0.144305,0.101647,0.073754,0.062774,0.115231,0.051745,0.180117,0.030381,0.027255,0.039929,0.023235,0,0,0,0,0,1
