,attr2,attr5,attr7,attr8,attr9,attr14,attr26,attr28,attr29,attr30,attr31,attr32,attr35,attr41,attr43,attr44,attr46,attr47,attr49,attr51,attr52,attr54,attr55,attr57,attr60,attr61,attr64,attr78,attr79,attr80,attr81,attr82,attr85,attr88,attr91,attr94,attr98,attr99,attr100,attr103,attr105,attr110,attr114,attr117,attr120,attr121,attr122,attr123,attr127,attr128,attr133,attr135,attr136,attr137,attr139,attr140,attr141,attr149,attr150,attr151,attr153,attr154,attr155,attr156,attr159,attr160,attr165,attr169,attr171,attr172,attr179,attr181,attr186,attr194,attr196,attr197,attr199,attr200,attr203,attr213,attr214,attr215,attr218,attr219,attr222,attr223,attr228,attr229,attr234,attr246,attr247,attr250,attr252,attr259,attr260,attr263,attr264,attr269,attr272,attr276,attr281,attr282,attr284,attr289,attr290,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1037,0.331903,0.281663,0.398596,0.503762,0.455295,0.500661,0.688235,0.628998,0.846751,0.560548,0.661275,0.549509,0.612654,0.551073,0.658556,0.490957,0.440589,0.429387,0.364514,0.041934,0.018617,0.006142,0.031569,0.194533,0.077121,0.045655,0.196668,0.109366,0.28317,0.294715,0.229189,0.150276,0.065961,0.088796,0.015235,0.03264,0.022705,0.362387,0.316516,0.480844,0.071015,0.35797,0.0,0.004547,0.337202,0.317401,0.252037,0.219794,0.350597,0.413628,0.255405,0.386886,0.370185,0.321187,0.192181,0.164122,0.369252,0.187751,0.083523,0.202604,0.19173,0.004293,0.150912,0.145937,0.115334,0.081447,0.071841,0.000272,0.0845,0.041146,0.015137,0.020131,0.007861,0.009026,0.037347,0.17124,0.23894,0.158984,0.0,0.030931,0.059749,0.022019,0.516159,0.378355,0.123021,0.130077,0.460559,0.428051,0.563003,0.56608,0.579198,0.23733,0.003119,0.082583,0.682311,0.122448,0.010956,0.392761,0.019328,0.07712,0.002606,0.007174,0.079749,0.018731,0.063171,0.011135,0,0,0,0,0,1
1038,0.612921,0.710887,0.865123,0.658009,0.540401,0.868143,0.521646,0.843456,0.245272,0.386216,0.34285,0.503243,0.437077,0.302279,0.166889,0.190258,0.258095,0.250581,0.177469,0.077499,0.091088,0.016435,0.041243,0.124527,0.074689,0.116451,0.236668,0.20391,0.189109,0.222325,0.034571,0.044179,0.119197,0.451613,0.167289,0.129839,0.075483,0.0,0.058937,0.086626,0.271811,0.235898,0.137778,0.244534,0.261914,0.15799,0.163731,0.174815,0.292558,0.186715,0.290412,0.409492,0.415364,0.417311,0.386502,0.418909,0.437222,0.048683,0.025289,0.01808,0.025114,0.009935,0.078934,0.039229,0.01852,0.023347,0.00264,0.009213,0.003479,0.00276,0.003559,0.017983,0.058824,0.019417,0.010734,0.043568,0.180209,0.160583,0.34881,0.447844,0.458087,0.507973,0.324633,0.550412,0.505155,0.384472,0.566604,0.55257,0.510545,0.010888,0.391672,0.027073,0.058563,0.142674,0.057703,0.012741,0.030124,0.037601,0.181119,0.048797,0.148212,0.057076,0.090038,0.026075,0.035519,0.023601,0,0,0,0,0,1
1039,0.570352,0.659082,0.685713,0.541685,0.572657,0.625668,0.516886,0.596267,0.546726,0.459004,0.437188,0.477311,0.52716,0.554538,0.583919,0.655398,0.662196,0.663364,0.584562,0.001471,0.000967,5.7e-05,5.7e-05,0.000728,0.02519,0.007177,0.057501,0.128783,0.027467,0.037417,0.115641,0.171176,0.316129,0.226688,0.238449,0.074069,0.143988,0.0,0.0,0.06965,0.20941,0.079417,0.165123,0.265672,0.263251,0.299348,0.346372,0.343615,0.334198,0.370665,0.404033,0.472126,0.567167,0.483882,0.423381,0.425315,0.438827,0.000873,0.002594,0.000338,0.000196,0.064156,0.000539,0.00613,0.022738,0.000497,0.0098,0.030069,0.00236,0.010366,0.015721,0.018404,0.061778,0.001315,0.003905,0.0,0.0,0.0,0.172582,0.330113,0.307468,0.283794,0.246019,0.335413,0.361816,0.310386,0.47362,0.522063,0.464987,0.00056,0.001743,0.00137,0.274288,0.106764,0.516151,0.040496,0.097797,0.00584,0.040453,0.078276,0.046939,0.026196,0.02472,0.002385,0.003085,0.060017,0,0,0,0,0,1
1040,0.523711,0.649999,0.193618,0.525906,0.507567,0.323631,0.481796,0.50403,0.808353,0.590048,0.399526,0.375519,0.502296,0.266222,0.247515,0.143482,0.246521,0.272402,0.335063,0.002781,0.002752,0.001166,0.331923,0.225534,0.071477,0.05041,0.1502,0.311278,0.475889,0.045799,0.058999,0.045384,0.499195,0.031452,0.193155,0.057357,0.314952,0.205343,0.158217,0.21465,0.806091,0.325926,0.246776,0.43952,0.335686,0.337476,0.497545,0.502874,0.389506,0.460734,0.037723,0.761385,0.686591,0.639781,0.623683,0.261557,0.753807,0.001575,0.000334,0.007927,0.209007,0.066448,0.044993,0.001208,0.047068,0.001263,0.005426,0.000772,0.032738,0.027576,0.008699,0.253355,0.012794,0.042939,0.135516,0.048991,0.090602,0.128813,0.48175,0.315038,0.388095,0.296453,0.431014,0.291085,0.423119,0.118626,0.44743,0.440553,0.413893,0.185911,0.003474,0.001739,0.04472,0.344165,0.154352,0.04248,0.086102,0.027378,0.147134,0.009146,0.118563,0.035486,0.004875,0.013402,0.01231,0.013211,0,0,0,0,0,1
1041,0.528035,0.711401,0.083719,0.390276,0.515487,0.072731,0.649418,0.109324,0.660485,0.512318,0.685874,0.643275,0.274763,0.571679,0.107937,0.227086,0.323844,0.275642,0.345488,0.135576,0.003803,0.160809,0.590099,0.176542,0.007998,0.031607,0.548906,0.564659,0.254862,0.145394,0.360395,0.250667,0.103514,0.249943,0.607273,0.182651,0.488755,0.32251,0.311433,0.188086,0.424348,0.150693,0.307298,0.302771,0.354801,0.304019,0.379719,0.265658,0.331084,0.311358,0.358251,0.209211,0.26585,0.378306,0.326063,0.35227,0.421955,0.000651,0.000355,0.000531,0.172521,0.024259,0.012873,0.000648,0.048735,0.117243,0.03162,0.002752,0.005763,0.034741,0.006715,0.007892,0.011526,0.045587,0.012587,0.290079,0.306227,0.306215,0.33822,0.155093,0.208971,0.281927,0.512771,0.359713,0.365416,0.291365,0.501487,0.454229,0.656625,0.040916,0.00708,0.198315,0.255597,0.036115,0.128287,0.181595,0.150961,0.045367,0.109751,0.007121,0.198681,0.172681,0.068901,0.276993,0.223551,0.215992,0,0,0,0,0,1
1042,0.699389,0.70877,0.587506,0.634365,0.638035,0.636287,0.640067,0.627742,0.658512,0.613079,0.531868,0.588218,0.554299,0.443048,0.389052,0.41479,0.417399,0.410021,0.386939,0.003779,0.001605,0.001725,0.009428,0.006421,0.006733,0.002616,0.011086,0.17493,0.178545,0.2345,0.213278,0.204108,0.070096,0.358589,0.036865,0.007883,0.004537,0.286557,0.292908,0.29083,0.135206,0.287284,0.281283,0.286598,0.297627,0.318299,0.338827,0.326001,0.326228,0.317737,0.301838,0.230137,0.265158,0.280247,0.138903,0.148237,0.162229,0.000286,0.000322,0.000498,0.008275,0.031086,0.000551,0.000489,0.000417,0.019637,0.004972,0.005753,0.003177,0.004044,0.010071,0.02082,0.048141,0.001713,0.00194,0.339562,0.34389,0.344359,0.143686,0.348564,0.344538,0.345858,0.383711,0.422661,0.435319,0.343565,0.482902,0.508488,0.449298,0.001741,0.000369,0.00127,0.06115,0.077365,0.016882,0.019473,0.011238,0.08207,0.081527,0.362592,0.026909,0.048967,0.054429,0.002942,0.00294,0.004183,0,0,0,0,0,1
1043,0.767255,0.805066,0.32522,0.679033,0.626688,0.225462,0.727063,0.197159,0.588746,0.58904,0.763393,0.794709,0.21229,0.472089,0.243531,0.2982,0.501438,0.524191,0.1695,0.087531,0.027987,0.001321,0.305914,0.198731,0.000322,0.005013,0.204994,0.209265,0.16536,0.112921,0.046952,0.222028,0.074253,0.318709,0.137682,0.754425,0.17404,0.205309,0.191043,0.117044,0.287531,0.15308,0.317202,0.202867,0.375233,0.327682,0.271763,0.29653,0.348354,0.342243,0.302188,0.352613,0.361358,0.34799,0.3407,0.29701,0.318134,0.050824,0.003015,0.000326,0.030668,0.008229,0.000591,0.028387,0.008484,0.019395,0.006321,0.003733,0.006453,0.024038,0.019187,0.016416,0.011301,0.019339,0.012392,0.318673,0.202205,0.181674,0.480576,0.29359,0.267792,0.301396,0.588343,0.4775,0.444299,0.501711,0.48033,0.506486,0.592861,0.432326,0.302788,0.002727,0.093295,0.006949,0.024124,0.011778,0.093662,0.078428,0.249713,0.302151,0.003826,0.087177,0.170553,0.122357,0.261871,0.373254,0,0,0,0,0,1
1044,0.439886,0.300356,0.26551,0.577092,0.519749,0.377838,0.531668,0.501316,0.721104,0.575897,0.707973,0.693753,0.704135,0.683254,0.543513,0.577806,0.614935,0.62666,0.567277,0.007585,0.00719,0.005045,0.005752,0.006621,0.006457,0.005431,0.008358,0.238935,0.350928,0.1474,0.192383,0.327758,0.038761,0.052721,0.06067,0.009983,0.030804,0.005898,0.019486,0.15251,0.230274,0.087778,0.075672,0.046001,0.175405,0.262805,0.163162,0.206255,0.312572,0.370789,0.37321,0.392455,0.380075,0.376598,0.41096,0.433491,0.393608,0.004406,0.004956,0.003032,0.02156,0.042808,0.002965,0.003417,0.00348,0.003704,0.00203,0.002946,0.026057,0.091399,0.011532,0.005597,0.001508,0.000333,0.001767,0.0,0.0,0.0,0.0,0.0,0.0,0.002706,0.171196,0.201255,0.461174,0.571994,0.598206,0.692868,0.568326,0.009901,0.005849,0.001728,0.015365,0.113178,0.006722,0.005783,0.423011,0.066285,0.014928,0.206874,0.010477,0.02208,0.012207,0.000342,0.001451,0.008108,0,0,0,0,0,1
1045,0.591281,0.653747,0.710099,0.62759,0.62026,0.745832,0.681741,0.856415,0.511156,0.332624,0.611694,0.576958,0.693204,0.427586,0.277312,0.291595,0.271267,0.271798,0.358348,0.004202,0.090023,0.044705,0.09118,0.003399,0.135891,0.109031,0.002653,0.525086,0.20819,0.222251,0.243024,0.21602,0.012334,0.222388,0.327488,0.030286,0.118764,0.02011,0.070075,0.158224,0.180898,0.277833,0.306591,0.445487,0.11786,0.356557,0.499657,0.457037,0.32035,0.433663,0.399664,0.428374,0.440706,0.435322,0.430542,0.395267,0.401715,0.002162,0.13767,0.120542,0.053788,0.010322,0.001074,0.036259,0.045372,0.007905,0.009353,0.000526,0.011733,0.009979,0.012589,0.00662,0.013522,0.004344,0.008268,0.028818,0.200863,0.237587,0.176899,0.73563,0.680097,0.668769,0.148595,0.390756,0.769547,0.602914,0.671833,0.747954,0.613493,0.004751,0.001408,0.041083,0.086355,0.43322,0.002984,0.05599,0.15968,0.074133,0.063633,0.078625,0.033686,0.146148,0.185257,0.021285,0.005992,0.016995,0,0,0,0,0,1
1046,0.933033,0.904284,0.812068,0.806874,0.836291,0.741166,0.393888,0.466451,0.463069,0.490562,0.471935,0.258318,0.27434,0.248234,0.177051,0.304972,0.177446,0.207996,0.18978,0.005975,0.016063,0.010715,0.005878,0.005049,0.13883,0.077444,0.008929,0.291581,0.126715,0.045333,0.080749,0.026155,0.069203,0.050034,0.023928,0.144286,0.058596,0.291262,0.302339,0.302819,0.263882,0.355748,0.312483,0.367051,0.097963,0.35441,0.474424,0.410638,0.538512,0.400466,0.315974,0.440199,0.453841,0.506866,0.378868,0.396872,0.590137,0.000293,0.013073,0.015537,0.000651,0.000859,0.00087,0.003422,0.025537,0.005082,0.008069,0.130164,0.102686,0.011413,0.020336,0.003854,0.033913,0.04173,0.056857,0.388251,0.459071,0.462169,0.330269,0.454453,0.409968,0.365785,0.186527,0.362263,0.327664,0.266785,0.316582,0.319098,0.37661,0.004249,0.010551,0.009035,0.005335,0.009739,0.010789,0.034703,0.027373,0.046404,0.015521,0.035058,0.01473,0.06546,0.023542,0.018694,0.042563,0.050799,0,0,0,0,0,1
1047,0.793407,0.693994,0.786879,0.679081,0.775148,0.689895,0.646212,0.527034,0.293667,0.373122,0.482143,0.450277,0.414598,0.411307,0.407536,0.48012,0.388756,0.395992,0.180484,0.005556,0.011526,0.066127,0.026257,0.009517,0.034953,0.106249,0.032823,0.334987,0.502704,0.589508,0.407956,0.298256,0.229966,0.0294,0.078983,0.016513,0.008246,0.253519,0.297071,0.198793,0.322661,0.088539,0.206022,0.306715,0.263093,0.322044,0.386063,0.324726,0.376344,0.351303,0.483011,0.243525,0.240048,0.158025,0.190528,0.3107,0.116893,0.001191,0.000714,0.005427,0.007576,0.000379,0.01411,0.00286,0.107274,0.019276,0.007771,0.018081,0.015215,0.034468,0.024518,0.04399,0.023955,0.002234,0.02,0.269872,0.371287,0.261764,0.35817,0.394939,0.357376,0.329576,0.256464,0.355039,0.458523,0.445842,0.536534,0.563987,0.565642,0.01156,0.010774,0.241251,0.00336,0.059615,0.114144,0.05544,0.114718,0.130209,0.192353,0.088044,0.292815,0.204884,0.047576,0.077238,0.019044,0.056025,0,0,0,0,0,1
1048,0.943473,0.929524,0.921563,0.894566,0.898256,0.896483,0.655517,0.703233,0.752921,0.737337,0.736449,0.509266,0.220433,0.313784,0.630475,0.515676,0.289079,0.4595,0.360631,0.007021,0.009656,0.034177,0.021803,0.01246,0.021016,0.014263,0.10174,0.10382,0.155517,0.12344,0.313071,0.259828,0.338518,0.174429,0.534841,0.393147,0.377739,0.301303,0.314143,0.316344,0.302949,0.304829,0.320117,0.301358,0.548436,0.394733,0.327401,0.308018,0.367257,0.370946,0.283944,0.250103,0.303374,0.270233,0.275919,0.297003,0.241578,0.001197,0.001016,0.000823,0.000742,0.0004,0.000419,0.000604,0.001184,0.000604,0.051536,0.399603,0.006351,0.007894,0.043342,0.037978,0.040395,0.023955,0.097626,0.466541,0.459698,0.464048,0.468442,0.449823,0.47702,0.485429,0.488012,0.495169,0.536892,0.513822,0.703916,0.733349,0.641461,0.003888,0.003982,0.016978,0.003533,0.009035,0.027818,0.047077,0.078742,0.040581,0.103983,0.154414,0.071117,0.114266,0.222984,0.249514,0.260701,0.190082,0,0,0,0,0,1
1049,0.621413,0.620141,0.556176,0.67168,0.699552,0.639596,0.671122,0.725012,0.545387,0.626063,0.64604,0.603779,0.501304,0.344579,0.362007,0.346485,0.300839,0.275709,0.231592,0.004733,0.004304,0.005397,0.006477,0.004416,0.003412,0.057528,0.032088,0.320969,0.209483,0.202283,0.199181,0.257924,0.030976,0.016657,0.027824,0.069004,0.062532,0.221379,0.229904,0.23321,0.234225,0.238539,0.302551,0.290912,0.333388,0.373141,0.359191,0.38832,0.411152,0.411145,0.40286,0.346495,0.348018,0.353964,0.310384,0.291036,0.357346,0.000256,4.9e-05,0.000294,0.000246,0.000342,0.000206,0.010768,0.008193,0.000259,0.023882,0.014472,0.010974,0.010647,0.007376,0.041478,0.001264,0.005354,0.008657,0.0,0.0,0.0,0.0,0.250291,0.295178,0.217458,0.529511,0.588019,0.50189,0.351405,0.638017,0.607365,0.257526,0.014301,0.012193,0.016406,0.019868,0.029291,0.450537,0.893196,0.460107,0.29885,0.221983,0.166276,0.082402,0.070499,0.120604,0.047574,0.039054,0.026041,0,0,0,0,0,1
1050,0.871962,0.982664,0.963023,0.668697,0.716633,0.933938,0.658629,0.578017,0.502025,0.488472,0.495651,0.523555,0.379937,0.384909,0.604275,0.413295,0.277557,0.311733,0.328047,0.13708,0.002523,0.000138,0.000215,0.127374,0.000492,0.000743,0.139023,0.443164,0.315315,0.229617,0.277785,0.226557,0.301184,0.203381,0.278177,0.145081,0.204626,0.359321,0.345885,0.346447,0.346502,0.346831,0.333841,0.352709,0.356399,0.331365,0.351914,0.356735,0.340569,0.322606,0.334616,0.344362,0.350096,0.275069,0.303107,0.339883,0.37415,0.001699,2.5e-05,4.6e-05,0.0,9.3e-05,0.005295,0.006797,0.000132,0.000292,0.001161,0.005801,0.002013,0.002758,0.005369,0.01655,0.011088,0.017773,0.009149,0.341989,0.491557,0.482801,0.456902,0.339283,0.311885,0.325628,0.33614,0.2864,0.294406,0.322699,0.282061,0.264739,0.428051,0.055713,0.125908,0.003193,0.004344,0.010231,0.017305,0.076772,0.052186,0.072846,0.012569,0.06984,0.165171,0.28666,0.214373,0.077917,0.048742,0.065536,0,0,0,0,0,1
1051,0.976255,0.930468,0.95081,0.961794,0.976939,0.955229,0.608245,0.902103,0.689581,0.7727,0.710317,0.625372,0.557338,0.581937,0.379788,0.461167,0.438283,0.505355,0.331597,0.000132,0.0,0.166606,0.000376,0.000395,0.006533,0.213794,0.000578,0.208588,0.174131,0.176988,0.113494,0.094948,0.103122,0.210521,0.188165,0.266725,0.396962,0.347257,0.346667,0.337263,0.346667,0.342846,0.346667,0.357016,0.355597,0.359328,0.362119,0.378587,0.324849,0.334095,0.297805,0.317942,0.312737,0.333025,0.331523,0.320062,0.35131,0.0,0.00011,6.3e-05,0.0,0.0,4.5e-05,0.0,0.002457,0.000151,0.002005,0.000309,0.000197,0.005591,0.003319,0.011039,0.004084,0.022031,0.022089,0.482644,0.499866,0.5,0.481996,0.482667,0.484847,0.474962,0.473106,0.48279,0.47116,0.492899,0.518854,0.509349,0.537663,0.001718,0.000479,0.003927,0.000912,0.000479,0.001598,0.001749,0.004367,0.00137,0.001496,0.011325,0.010192,0.01896,0.070595,0.151492,0.157344,0.040475,0,0,0,0,0,1
1052,0.969802,0.981025,0.939723,0.935824,0.964132,0.933167,0.652677,0.38622,0.572095,0.548276,0.581384,0.590326,0.208917,0.51162,0.631637,0.655207,0.553918,0.557184,0.570019,0.000587,0.0,0.0,0.000204,0.000774,0.17685,0.001626,0.004586,0.184778,0.124348,0.167802,0.123589,0.215554,0.35577,0.32087,0.070054,0.143517,0.026137,0.368045,0.354211,0.346831,0.376557,0.353813,0.390048,0.381392,0.360391,0.340082,0.3443,0.351831,0.339328,0.329726,0.349554,0.334198,0.357462,0.333278,0.503457,0.323772,0.333333,0.000243,0.0,0.000521,0.000177,0.000565,0.000344,0.00065,0.00026,0.00045,0.005943,0.008241,0.003559,0.002858,0.010027,0.010071,0.00214,0.02367,0.000155,0.471663,0.493559,0.494219,0.475096,0.481817,0.474369,0.480318,0.474056,0.485407,0.489656,0.569881,0.486491,0.500011,0.468845,0.001355,0.00031,0.001575,0.000797,0.000295,0.001233,0.003442,0.003444,0.010755,0.096443,0.057363,0.025122,0.026345,0.05134,0.002182,0.077295,0.021898,0,0,0,0,0,1
1053,0.798269,0.804412,0.791598,0.656976,0.744493,0.829246,0.666191,0.591653,0.749653,0.697241,0.705171,0.636948,0.381986,0.79397,0.791917,0.66451,0.459217,0.538509,0.732177,0.002017,0.080949,0.001881,0.001853,0.238326,0.528458,0.237382,0.294721,0.10482,0.294986,0.275289,0.421017,0.332415,0.03629,0.530978,0.023843,0.535677,0.142165,0.274403,0.261084,0.243992,0.241694,0.287257,0.272085,0.311269,0.305617,0.331324,0.319863,0.337929,0.31989,0.342997,0.447366,0.30858,0.444733,0.63323,0.308546,0.309582,0.31585,0.00058,0.003003,0.004807,0.000402,0.00029,0.008251,0.002523,0.012387,0.014058,0.006531,0.006337,0.011587,0.002882,0.014164,0.118435,0.619112,0.111361,0.002347,0.217201,0.245739,0.256307,0.182937,0.410662,0.46899,0.42748,0.420905,0.446983,0.472312,0.449935,0.427212,0.497987,0.410539,0.049122,0.009879,0.008046,0.006641,0.021964,0.066708,0.070386,0.063178,0.08516,0.061816,0.070187,0.00468,0.086941,0.054363,0.107102,0.090063,0.131935,0,0,0,0,0,1
1054,0.274411,0.71347,0.202728,0.008357,0.34801,0.205803,0.755573,0.262883,0.247919,0.663955,0.615089,0.571791,0.548664,0.544928,0.383118,0.673804,0.548834,0.534729,0.367808,0.45493,0.158702,0.397979,0.277378,0.154498,0.080062,0.058159,0.198943,0.268804,0.069151,0.264163,0.108325,0.16169,0.452687,0.130336,0.314212,0.250742,0.423281,0.478889,0.366283,0.378512,0.362545,0.352737,0.364472,0.342771,0.396578,0.31786,0.362051,0.354938,0.364198,0.29227,0.355672,0.319362,0.403786,0.395219,0.283532,0.302263,0.317469,0.014186,0.014644,0.016512,0.017553,0.039123,0.039463,0.010002,0.001706,0.017801,0.001562,0.018186,0.006814,0.001383,0.00164,0.006892,0.005511,0.014364,0.005488,0.520654,0.277196,0.296811,0.478854,0.367407,0.480005,0.381061,0.536634,0.320663,0.428207,0.285449,0.576143,0.460984,0.574969,0.028959,0.045795,0.186376,0.30405,0.218069,0.02318,0.047238,0.140084,0.13698,0.056112,0.024682,0.241975,0.26646,0.015643,0.349606,0.028254,0.107459,0,0,0,0,0,1
1055,0.456308,0.516413,0.525734,0.450594,0.573982,0.545334,0.495956,0.552276,0.449637,0.539781,0.731208,0.545899,0.553971,0.56724,0.488775,0.514849,0.536162,0.469278,0.286713,0.12478,0.085964,0.317816,0.300971,0.097658,0.134831,0.267089,0.104305,0.230722,0.200802,0.181131,0.139634,0.120601,0.232207,0.24003,0.269995,0.31759,0.586736,0.277106,0.285933,0.284095,0.265981,0.287147,0.290617,0.292222,0.308937,0.306159,0.325425,0.289163,0.306475,0.303882,0.275871,0.35546,0.363134,0.387346,0.316344,0.309403,0.333278,0.001341,0.001473,0.000975,0.012387,0.002272,0.001165,0.001872,0.007515,0.011362,0.002035,0.002552,0.004057,0.004041,0.004052,0.009328,0.091464,0.017841,0.010117,0.19251,0.157642,0.190967,0.50586,0.204878,0.330728,0.472323,0.329218,0.323548,0.48251,0.505849,0.429896,0.56694,0.496679,0.051686,0.060472,0.046981,0.004823,0.004202,0.054839,0.152093,0.039497,0.083749,0.020399,0.008229,0.12139,0.066603,0.053193,0.069461,0.051115,0.054517,0,0,0,0,0,1
1056,0.815706,0.814036,0.795986,0.797984,0.823146,0.80548,0.705832,0.757679,0.634326,0.579666,0.597424,0.574283,0.537981,0.417962,0.599898,0.553209,0.721954,0.665551,0.403797,0.0,0.002843,0.0,0.0,0.029872,0.048918,0.0,0.060408,0.217192,0.552031,0.342688,0.485505,0.28807,0.690262,0.592069,0.511617,0.583809,0.435473,0.257826,0.239232,0.220542,0.202531,0.236523,0.382366,0.261845,0.412785,0.378546,0.347064,0.349506,0.522058,0.420892,0.288855,0.426289,0.511454,0.488964,0.361996,0.483779,0.33561,0.000476,0.005135,0.000488,0.000301,0.000332,0.014512,0.02839,0.000597,0.000473,0.008305,0.044922,0.000639,0.00323,0.02723,0.032769,0.249398,0.045237,0.125008,0.308799,0.278583,0.272567,0.270475,0.460849,0.404466,0.336945,0.574365,0.540135,0.565273,0.566582,0.57744,0.586755,0.527275,0.002389,0.00308,0.001582,0.003817,0.002568,0.100536,0.057951,0.007314,0.009291,0.011331,0.04189,0.163046,0.136024,0.15844,0.098719,0.125026,0.065357,0,0,0,0,0,1
1057,0.710175,0.421841,0.396322,0.519164,0.706448,0.464587,0.782715,0.544046,0.532272,0.810695,0.79563,0.716465,0.48751,0.674068,0.498574,0.835859,0.701331,0.69712,0.316776,0.271813,0.290989,0.726519,0.345043,0.407222,0.515245,0.69165,0.336331,0.380802,0.320496,0.488053,0.270673,0.218615,0.415041,0.271336,0.5687,0.498723,0.655571,0.363443,0.354019,0.338519,0.570535,0.345268,0.357462,0.365466,0.370597,0.360165,0.386722,0.392853,0.38118,0.360892,0.559335,0.360096,0.38596,0.399225,0.354129,0.580405,0.398004,0.001014,0.001714,0.005928,0.051442,0.032952,0.003648,0.001232,0.005239,0.033689,0.006041,0.004074,0.009737,0.005316,0.00549,0.001061,0.005625,0.003007,0.104432,0.466016,0.517445,0.509282,0.394961,0.526302,0.534197,0.510545,0.485317,0.507716,0.510031,0.502438,0.554348,0.516103,0.552324,0.048618,0.020589,0.054223,0.218008,0.163289,0.013673,0.02107,0.01704,0.026672,0.00325,0.0296,0.021018,0.008039,0.025124,0.011864,0.042788,0.004883,0,0,0,0,0,1
1058,0.791223,0.763829,0.753768,0.785827,0.789301,0.698167,0.364597,0.52978,0.462991,0.164386,0.243448,0.2815,0.436767,0.216456,0.236267,0.340484,0.33941,0.386439,0.324529,0.00095,0.001553,0.009765,0.004906,0.049032,0.002553,0.002053,0.339026,0.233548,0.34659,0.435886,0.412263,0.205766,0.313773,0.549155,0.283112,0.726398,0.355622,0.257915,0.259246,0.206722,0.212627,0.200912,0.320418,0.226475,0.31118,0.306091,0.311598,0.324362,0.320947,0.335727,0.424952,0.342181,0.403292,0.353471,0.295837,0.44655,0.317641,0.00047,0.000915,0.000555,0.003911,0.004476,0.001364,0.000678,0.002608,0.001908,0.010163,0.006357,0.022565,0.007041,0.030337,0.015105,0.040836,0.027683,0.091409,0.276089,0.206779,0.222781,0.171643,0.334194,0.304896,0.228742,0.383376,0.380983,0.349011,0.331611,0.484411,0.413748,0.612844,0.004446,0.006554,0.049848,0.044396,0.023754,0.066258,0.052554,0.026825,0.181202,0.04178,0.145067,0.105175,0.040484,0.205471,0.083061,0.236676,0.128007,0,0,0,0,0,1
1059,0.815191,0.852201,0.530598,0.855395,0.862829,0.591761,0.930507,0.632463,0.818434,0.837313,0.77271,0.685305,0.546032,0.662421,0.202055,0.186115,0.058755,0.307505,0.414572,0.001593,0.001188,0.000514,0.061684,0.00207,0.00159,0.001515,0.002078,0.007629,0.008069,0.116193,0.19205,0.078998,0.573996,0.444848,0.037833,0.216276,0.074213,0.172716,0.169979,0.182949,0.217743,0.197277,0.22513,0.26428,0.301262,0.302353,0.305576,0.317325,0.22987,0.233306,0.319472,0.468278,0.516948,0.601756,0.420487,0.297586,0.372956,0.00033,6.3e-05,0.000154,0.000887,0.005132,0.000252,0.000691,0.000986,0.001948,0.002999,0.001508,0.00121,0.001363,0.057187,0.002633,0.067344,0.122681,0.020061,0.187835,0.201982,0.221417,0.225812,0.389571,0.401436,0.401503,0.396829,0.410013,0.433195,0.435532,0.495885,0.485317,0.557826,0.002215,0.001863,0.004135,0.021016,0.01103,0.01157,0.008573,0.006622,0.005569,0.004335,0.033248,0.139942,0.111715,0.044827,0.072323,0.025599,0.239642,0,0,0,0,0,1
1060,0.041226,0.369119,0.441241,0.155483,0.253582,0.51735,0.648619,0.683056,0.570868,0.661311,0.728914,0.686852,0.738573,0.736368,0.380438,0.624568,0.650525,0.618634,0.739347,0.041501,0.035113,0.027649,0.006793,0.048394,0.014575,0.012413,0.029888,0.042582,0.123407,0.008202,0.009007,0.042296,0.296849,0.107394,0.043422,0.277487,0.132566,0.376571,0.348018,0.133916,0.111708,0.14952,0.167126,0.176893,0.214177,0.252318,0.217929,0.199781,0.265412,0.316859,0.250761,0.345494,0.320624,0.340844,0.326687,0.332401,0.452826,0.004705,0.013473,0.008171,0.000635,0.00466,0.020047,0.016946,0.001047,0.000481,0.000956,0.005289,0.007659,0.001007,0.00835,0.005354,0.008116,0.004142,0.002299,0.0,0.0,0.0,0.0,0.0,0.00624,0.030327,0.138676,0.202261,0.096585,0.094863,0.215747,0.296475,0.443796,0.106101,0.099629,0.040255,0.029605,0.007254,0.079878,0.013658,0.007857,0.050257,0.006634,0.03305,0.031352,0.025199,0.063585,0.045229,0.004636,0.018623,0,0,0,0,0,1
