,attr1,attr8,attr22,attr28,attr34,attr36,attr38,attr41,attr44,attr49,attr50,attr51,attr57,attr59,attr63,attr70,attr73,attr77,attr78,attr82,attr84,attr85,attr89,attr92,attr93,attr96,attr99,attr102,attr104,attr106,attr111,attr114,attr115,attr126,attr129,attr133,attr135,attr137,attr141,attr145,attr148,attr152,attr154,attr156,attr157,attr159,attr160,attr166,attr167,attr169,attr177,attr182,attr183,attr188,attr191,attr192,attr195,attr204,attr215,attr216,attr217,attr219,attr220,attr227,attr236,attr238,attr244,attr246,attr247,attr250,attr251,attr254,attr256,attr259,attr262,attr264,attr267,attr270,attr274,attr275,attr278,attr280,attr282,attr287,attr288,attr291,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1189,0.581041,0.618738,0.703502,0.702481,0.746763,0.67187,0.792446,0.716649,0.490815,0.47706,0.012829,0.000863,0.001019,0.172749,0.000945,0.000658,0.171268,0.00116,0.67257,0.581918,0.012216,0.591292,0.164814,0.295951,0.558206,0.499219,0.027924,0.052912,0.038941,0.036662,0.070038,0.075569,0.136506,0.080627,0.295565,0.088129,0.303573,0.290047,0.260888,0.261936,0.003236,0.001416,6.3e-05,0.000382,0.024939,0.027492,0.013815,0.008571,0.020249,0.0681,0.052853,0.001784,0.012578,0.023096,0.05269,0.509799,0.034733,0.044946,0.259272,0.147342,0.051523,0.320187,0.22103,0.477278,0.550348,0.216992,0.705443,0.046974,0.002846,0.005711,0.00155,0.001573,0.235117,0.003115,0.35737,0.135394,0.348985,0.202334,0.58573,0.371332,0.265164,0.010873,0.09155,0.18146,0.49759,0.421692,0.221607,0,0,0,0,0,1
1190,0.636404,0.738021,0.793848,0.786943,0.747527,0.502546,0.591751,0.652041,0.593298,0.51678,0.001838,0.001702,0.084214,0.001958,0.001672,0.001672,0.116745,0.008374,0.409632,0.252414,0.187008,0.563687,0.253977,0.194424,0.111493,0.164832,0.041494,0.05616,0.05616,0.146193,0.236995,0.084156,0.124808,0.114221,0.23083,0.194433,0.303766,0.269446,0.210402,0.189006,0.001223,0.000342,0.000275,0.000216,0.000219,0.050937,0.07025,0.01958,0.047773,0.025842,0.127323,0.038226,0.034501,0.019537,0.059665,0.014273,0.012321,0.277287,0.359712,0.401566,0.08623,0.123852,0.23804,0.406964,0.460053,0.639471,0.564585,0.004,0.00273,0.001863,0.001835,0.002775,0.005004,0.003397,0.178565,0.201917,0.434419,0.092328,0.298332,0.54708,0.110549,0.341976,0.175611,0.353339,0.09455,0.132908,0.046324,0,0,0,0,0,1
1191,0.594375,0.617172,0.685964,0.513169,0.57667,0.253336,0.438233,0.550763,0.21839,0.270481,0.000758,0.000583,0.000739,0.374026,0.126669,0.136065,0.475948,0.026799,0.488193,0.007951,0.006432,0.080433,0.013083,0.047594,0.054134,0.32966,0.165958,0.169172,0.235066,0.173622,0.233522,0.267223,0.326184,0.234994,0.255224,0.239909,0.268618,0.239284,0.267856,0.295505,0.000247,0.000234,0.003913,0.01118,0.0101,0.000308,0.007864,0.000342,0.010499,0.000182,0.010553,0.00174,0.005063,0.003874,0.004597,0.006859,0.005601,0.090367,0.060757,0.226841,0.371194,0.359317,0.453915,0.431794,0.305039,0.327025,0.440302,0.002509,0.000434,0.001626,0.252563,0.29849,0.198065,0.040387,0.073592,0.005348,0.003212,0.048631,0.259783,0.189207,0.028883,0.021842,0.039221,0.027356,0.008008,0.029356,0.070162,0,0,0,0,0,1
1192,0.763414,0.815368,0.788577,0.748858,0.423271,0.439938,0.529521,0.338779,0.512861,0.452432,0.002698,0.002453,0.001867,0.005833,0.002787,0.021516,0.28502,0.143325,0.473333,0.120702,0.543307,0.199767,0.311244,0.070179,0.052711,0.014749,0.161692,0.156359,0.151617,0.176727,0.222137,0.326343,0.354336,0.261105,0.355448,0.309818,0.35358,0.322433,0.322474,0.225514,0.000251,0.00026,0.000616,0.000587,0.003758,0.001105,0.03655,0.001214,0.010695,0.009841,0.005239,0.036017,0.010612,0.016505,0.003008,0.002817,0.006054,0.19331,0.224584,0.428214,0.210585,0.52011,0.564562,0.609589,0.556203,0.593449,0.244519,0.007956,0.007453,0.006704,0.005434,0.007824,0.146747,0.010083,0.048817,0.024337,0.072571,0.250645,0.024637,0.039803,0.022496,0.291537,0.057714,0.122575,0.141294,0.242295,0.120327,0,0,0,0,0,1
1193,0.619079,0.638761,0.714956,0.706088,0.828078,0.632463,0.673593,0.680116,0.610449,0.063215,0.000781,0.155186,0.000352,0.256893,0.000227,7.8e-05,0.1629,0.066438,0.021398,0.150089,0.385941,0.125796,0.120975,0.089698,0.31991,0.150939,0.099715,0.1799,0.120534,0.105957,0.121437,0.169643,0.179118,0.145759,0.200168,0.193992,0.169032,0.207906,0.139324,0.197165,0.000442,0.003446,0.000256,0.034313,0.015778,0.010792,0.000548,0.005814,0.030139,0.001738,0.016269,0.03698,0.026797,0.010551,0.01288,0.012086,0.014718,0.165689,0.457603,0.326248,0.131808,0.282748,0.315314,0.375304,0.484991,0.462305,0.570862,0.000602,0.057582,0.046736,0.00114,0.157828,0.048056,0.001712,0.06056,0.031247,0.00466,0.038069,0.054218,0.086363,0.021682,0.321218,0.185392,0.072298,0.143666,0.039941,0.034846,0,0,0,0,0,1
1194,0.730717,0.766828,0.777154,0.629598,0.655138,0.436773,0.448717,0.644269,0.379946,0.407071,0.000186,0.000304,0.001451,0.118764,0.175384,0.167257,0.5865,0.139757,0.112304,0.720431,0.151299,0.21638,0.703332,0.373252,0.265622,0.212793,0.171924,0.182024,0.173006,0.175626,0.126811,0.18681,0.207986,0.152922,0.194835,0.101077,0.17843,0.17955,0.172978,0.191196,9.3e-05,0.000329,0.006952,0.000271,0.003777,0.001432,0.015133,0.001888,0.017093,0.000514,0.025411,0.014596,0.019786,0.025516,0.022268,0.018042,0.013537,0.241145,0.275102,0.312815,0.337699,0.288801,0.470911,0.583753,0.425907,0.425181,0.720276,0.000595,0.001173,0.004542,0.048794,0.004481,0.150507,0.022512,0.058801,0.029996,0.00136,0.061804,0.519134,0.489981,0.065995,0.017312,0.130829,0.193748,0.204514,0.129432,0.094691,0,0,0,0,0,1
1195,0.325117,0.433237,0.560491,0.324753,0.568327,0.531812,0.542607,0.452681,0.568068,0.132765,0.105174,0.119278,0.201332,0.02116,0.527115,0.547429,0.223467,0.670646,0.264024,0.441215,0.539316,0.573997,0.513938,0.141195,0.108288,0.140062,0.248749,0.264721,0.279766,0.240231,0.277818,0.233742,0.288003,0.24442,0.238974,0.249365,0.202402,0.236351,0.161742,0.170879,0.003662,0.003769,0.002671,0.006682,0.00585,0.004699,0.0049,0.005375,0.003133,0.018767,0.040471,0.017963,0.046223,0.031089,0.007174,0.010087,0.015968,0.463598,0.447718,0.536465,0.621865,0.763647,0.623525,0.574339,0.493261,0.518028,0.401162,0.058543,0.007458,0.013473,0.005962,0.013466,0.116502,0.045428,0.064293,0.020785,0.294681,0.190799,0.190065,0.210075,0.081181,0.112091,0.093025,0.015916,0.028409,0.049511,0.049359,0,0,0,0,0,1
1196,0.609842,0.67336,0.716238,0.679604,0.188046,0.085105,0.314563,0.312518,0.368651,0.691956,0.002763,0.00233,0.002918,0.106274,0.003124,0.003135,0.187123,0.501246,0.205547,0.570002,0.081588,0.5932,0.882502,0.504766,0.56173,0.129754,0.168314,0.167428,0.163011,0.172169,0.163157,0.291715,0.450435,0.228051,0.479331,0.379699,0.364929,0.394193,0.369076,0.432033,0.000573,0.000791,0.000634,0.007234,0.103527,0.019469,0.000319,0.08375,0.000402,0.091383,0.0038,0.007367,0.07164,0.083608,0.019693,0.006814,0.006049,0.0,0.144313,0.0,0.0,0.398999,0.463068,0.484314,0.392206,0.622156,0.38811,0.006971,0.003245,0.007342,0.006378,0.075409,0.854241,0.005556,0.033359,0.415883,0.612107,0.028696,0.047617,0.013322,0.039883,0.199619,0.038442,0.836096,0.140504,0.030595,0.00734,0,0,0,0,0,1
1197,0.809405,0.838712,0.812752,0.384068,0.455298,0.482575,0.521555,0.419548,0.658529,0.28626,0.000341,0.000528,0.000481,0.000502,0.110452,0.205846,0.099753,0.319414,0.172296,0.259742,0.242796,0.135085,0.447788,0.108899,0.09441,0.159801,0.093441,0.106815,0.108007,0.112644,0.133105,0.15489,0.21341,0.22375,0.401723,0.191051,0.404948,0.294063,0.33726,0.296993,0.000928,0.000439,0.000184,0.00019,5.4e-05,0.010033,0.013355,0.020406,0.038098,0.037994,0.129959,0.017238,0.033973,0.020338,0.025292,0.025358,0.038215,0.267353,0.412972,0.39843,0.406919,0.509391,0.523193,0.514816,0.638031,0.745439,0.655046,0.002937,0.003376,0.000556,0.001789,0.002576,0.005204,0.230116,0.149564,0.128057,0.087779,0.084175,0.124846,0.049193,1.0,0.178614,0.085893,0.148281,0.109851,0.063897,0.219205,0,0,0,0,0,1
1198,0.601181,0.654921,0.613424,0.783772,0.812354,0.675166,0.505761,0.611302,0.482559,0.515229,0.008577,0.002546,0.022113,0.244301,0.002567,0.001485,0.283849,0.0034,0.272454,0.393521,0.024119,0.211182,0.371387,0.096317,0.105253,0.010306,0.056765,0.105926,0.107985,0.090141,0.131093,0.240666,0.247714,0.150927,0.217822,0.242039,0.369057,0.238046,0.181994,0.132235,0.002138,0.000697,0.000986,0.026815,0.027269,0.022369,0.000252,0.034927,0.000901,0.079858,0.017695,0.007277,0.12875,0.018633,0.011591,0.007007,0.004099,0.152703,0.320765,0.192399,0.174178,0.461377,0.448454,0.497873,0.51522,0.514506,0.420276,0.015524,0.003245,0.003038,0.003336,0.326974,0.474348,0.004972,0.007451,0.325754,0.14907,0.032408,0.024801,0.013775,0.037856,0.027467,0.048608,0.019287,0.014146,0.00676,0.030838,0,0,0,0,0,1
1199,0.863841,0.884133,0.911055,0.705487,0.852826,0.669371,0.814417,0.717214,0.765008,0.483581,0.000609,0.000404,0.000979,0.083913,0.186679,0.245087,0.118104,0.196925,0.274076,0.132674,0.151018,0.268427,0.125103,0.153934,0.335738,0.131201,0.186292,0.158552,0.188378,0.18569,0.157512,0.174767,0.158123,0.142302,0.173809,0.141289,0.208036,0.195679,0.125432,0.216083,8.9e-05,0.008798,0.002049,0.003001,0.00655,0.005928,0.0038,0.008236,0.008122,0.000904,0.010853,0.025705,0.013395,0.016705,0.017306,0.015537,0.013408,0.316059,0.360704,0.334401,0.337098,0.361637,0.396397,0.431969,0.483421,0.481276,0.504132,0.003514,0.000601,0.007956,0.002423,0.018976,0.024132,0.036307,0.014598,0.013561,0.005204,0.017727,0.028146,0.037624,0.007204,0.030706,0.024921,0.066649,0.009946,0.017979,0.019695,0,0,0,0,0,1
1200,0.767453,0.801784,0.860073,0.487998,0.24031,0.502883,0.636494,0.28316,0.636218,0.270264,0.000584,0.000528,0.000618,0.000797,0.153663,0.503878,0.301772,0.367305,0.288122,0.34874,0.206993,0.169538,0.154616,0.100501,0.121057,0.476645,0.0773,0.097159,0.088919,0.092018,0.105252,0.115828,0.122568,0.288872,0.349972,0.201467,0.431788,0.254916,0.33095,0.212125,0.000186,0.000156,0.000512,0.000565,0.000151,0.000714,0.000947,0.028865,0.028666,0.026916,0.055966,0.026872,0.293123,0.013744,0.026014,0.017303,0.021724,0.224373,0.275331,0.337268,0.313192,0.439952,0.478808,0.502912,0.794723,0.687473,0.661937,0.002222,0.001602,0.001536,0.001526,0.002315,0.00178,0.09344,0.008214,0.129172,0.047296,0.124639,0.225245,0.023052,0.392101,0.317307,0.059011,0.137733,0.099497,0.081572,0.2577,0,0,0,0,0,1
1201,0.333284,0.318845,0.274828,1.0,1.0,0.361802,0.391384,0.903499,0.52766,0.774373,0.027916,0.025237,0.020523,0.026033,4.3e-05,0.000288,0.037542,0.000433,0.033362,0.001382,0.008357,0.251811,0.400477,0.060194,0.024455,0.12438,0.14171,0.191114,0.26026,0.145558,0.236937,0.139677,0.128705,0.24284,0.160716,0.209192,0.222299,0.220285,0.204717,0.134742,0.003645,0.002147,0.000763,0.005923,0.006598,0.00329,0.00306,0.002603,0.003711,0.004008,0.008291,0.003579,0.007088,0.009206,0.003762,0.002431,0.034523,0.296361,0.474411,0.466348,0.477731,0.293786,0.263423,0.347593,0.498874,0.424893,0.728537,0.012535,0.011838,0.005152,0.002745,0.013825,0.20235,0.001244,0.015482,0.003329,0.011887,0.147737,0.010649,0.018676,0.01518,0.003048,0.077903,0.044695,0.004121,0.021718,0.200305,0,0,0,0,0,1
1202,0.622423,0.613743,0.502151,0.552656,0.701822,0.5045,0.540613,0.490418,0.318439,0.456827,0.016439,0.094043,0.004486,0.219291,0.028755,0.40186,0.194644,0.137115,0.036319,0.262922,0.402445,0.213212,0.257116,0.277699,0.373234,0.258923,0.25289,0.336308,0.245493,0.251462,0.217159,0.310654,0.298914,0.209445,0.453187,0.204673,0.303389,0.396095,0.183579,0.260078,0.000435,0.004964,0.013182,0.003047,0.007188,0.005515,0.017127,0.007521,0.018213,0.001355,0.004108,0.018076,0.046722,0.014042,0.015076,0.01323,0.03064,0.409028,0.519182,0.477278,0.441109,0.493211,0.530143,0.48951,0.562225,0.433921,0.341136,0.007422,0.018115,0.003471,0.00889,0.020506,0.01143,0.155032,0.015933,0.025708,0.003568,0.015878,0.010131,0.02446,0.038066,0.059289,0.026256,0.076357,0.082698,0.08627,0.236149,0,0,0,0,0,1
1203,0.840168,0.773907,0.612478,0.771285,0.816729,0.663366,0.694594,0.808366,0.548066,0.642191,6.3e-05,3e-06,0.099669,0.000325,0.197123,0.202869,0.138312,0.221812,0.027808,0.028259,0.222091,0.077655,0.064605,0.193479,0.167351,0.245344,0.153139,0.161302,0.317465,0.22217,0.319617,0.268296,0.247926,0.342715,0.314857,0.34051,0.293254,0.334641,0.249555,0.26433,0.000392,7.3e-05,0.011471,0.009703,0.000264,0.000353,0.048436,0.034971,0.023936,0.004596,0.006699,0.014022,0.018893,0.01325,0.020468,0.021567,0.024744,0.432315,0.437318,0.584534,0.603599,0.500933,0.519469,0.556634,0.61592,0.620873,0.714035,0.00333,0.00312,0.002172,0.21325,0.083987,0.008233,0.208538,0.12931,0.130152,0.030272,0.01188,0.036082,0.064859,0.013378,0.037923,0.059747,0.037646,0.176891,0.168291,0.119063,0,0,0,0,0,1
1204,0.751871,0.789213,0.838971,0.802208,0.327623,0.394309,0.292238,0.607331,0.556909,0.645212,0.001096,0.001079,0.001023,0.001063,0.000316,0.065115,0.306265,0.359211,0.689216,0.313045,0.334871,0.301742,0.254109,0.012116,0.018508,0.011561,0.040248,0.10029,0.117903,0.056195,0.111945,0.09777,0.062693,0.150387,0.185181,0.174825,0.158828,0.167334,0.050592,0.076034,0.001235,0.000512,0.000246,0.000436,0.000308,0.000193,0.000516,0.000413,0.000664,0.002967,0.009426,0.01073,0.019512,0.013816,0.001616,0.003052,0.001565,0.209777,0.231373,0.234356,0.230323,0.287715,0.254889,0.408382,0.570108,0.266783,0.233113,0.001599,0.001361,0.00077,0.001102,0.001611,0.00144,0.000977,0.043783,0.004162,0.01678,0.018324,0.093602,0.083646,0.268541,0.24759,0.146414,0.090939,0.013014,0.017291,0.003786,0,0,0,0,0,1
1205,0.610913,0.637191,0.590625,0.80617,0.830072,0.586883,0.363497,0.502978,0.45392,0.401448,0.093262,0.077002,0.0837,0.000526,0.000604,0.001208,0.051589,0.000111,0.163275,0.276847,0.085158,0.133242,0.762016,0.05673,0.580052,0.763635,0.219129,0.113924,0.117193,0.222189,0.118888,0.13922,0.082873,0.136663,0.077347,0.145929,0.118376,0.235908,0.195787,0.237683,0.006455,0.000238,0.000244,0.019391,2e-05,0.000246,7.5e-05,0.00249,0.000283,0.010915,0.04273,0.004299,0.012948,0.026256,0.029942,0.011352,0.020422,0.396451,0.113461,0.115466,0.121578,0.196029,0.083039,0.147355,0.415552,0.358644,0.399762,0.042041,0.250554,0.001351,2.9e-05,0.264163,0.001123,0.002318,0.029638,0.007191,0.081012,0.02936,0.093283,0.285576,0.538309,0.063382,0.317311,0.134976,0.037362,0.025144,0.04568,0,0,0,0,0,1
1206,0.917676,0.939119,0.531526,0.471419,0.497493,0.437046,0.437268,0.432113,0.51804,0.441616,4.3e-05,4.4e-05,0.000103,0.0,0.069315,0.106293,0.478287,0.32619,0.320636,0.171623,0.066594,0.365313,0.355914,0.237718,0.488469,0.471725,0.168297,0.174431,0.178254,0.187902,0.219388,0.205042,0.207769,0.225134,0.226262,0.217194,0.213518,0.225112,0.11156,0.154138,0.000232,0.002423,8.8e-05,0.000534,0.000327,0.019982,0.004313,0.014966,0.004486,0.007748,0.014239,0.003844,0.030094,0.01229,0.028495,0.034366,0.025283,0.380208,0.490968,0.366272,0.38929,0.352614,0.325073,0.532683,0.495823,0.493911,0.279795,0.004391,0.005001,0.013025,0.009018,0.005054,0.004476,0.007858,0.003094,0.062976,0.038807,0.088839,0.145968,0.267534,0.147092,0.311635,0.109381,0.070174,0.044588,0.052553,0.06044,0,0,0,0,0,1
1207,0.740662,0.64675,0.524724,0.662041,0.377099,0.396384,0.328012,0.490526,0.632206,0.62986,0.35487,0.266182,0.365601,0.276944,0.121537,0.259384,0.432292,0.377949,0.308701,0.402699,0.277602,0.334887,0.194855,0.150638,0.116733,0.192877,0.144165,0.188689,0.291071,0.203099,0.268103,0.249882,0.29218,0.357606,0.28401,0.185511,0.332249,0.265825,0.42935,0.356692,0.002885,0.007175,0.025265,0.019333,0.009104,0.003479,0.023256,0.069971,0.039304,0.060116,0.037256,0.044402,0.110022,0.159579,0.033428,0.032155,0.033825,0.356454,0.396159,0.456374,0.487172,0.621376,0.614295,0.561184,0.945879,0.78107,1.0,0.008353,0.216561,0.037754,0.134032,0.14465,0.119334,0.019316,0.108999,0.212416,0.215014,0.266736,0.274054,0.174962,0.677196,0.250515,0.401458,0.258232,0.264721,0.253392,0.122148,0,0,0,0,0,1
1208,0.85639,0.750823,0.499194,0.554631,0.514187,0.554561,0.559976,0.500594,0.846465,0.841037,0.644128,0.006548,0.856114,0.060979,0.101871,0.138155,0.12797,0.14481,0.160209,0.473331,0.265625,0.66972,0.44019,0.104013,0.057441,0.437474,0.343549,0.346488,0.341905,0.344048,0.340873,0.349263,0.357642,0.345224,0.381715,0.359929,0.365009,0.438206,0.407168,0.381148,0.007788,0.005326,0.007136,0.000236,0.000882,0.005185,0.009244,0.004937,0.00726,0.005733,0.024024,0.008091,0.043369,0.526215,0.004629,0.001329,0.005038,0.649415,0.539629,0.542286,0.552804,0.523588,0.544245,0.551529,0.572186,0.523297,0.47558,0.549508,0.000957,0.060207,0.072524,0.003317,0.055327,0.12962,0.037855,0.099274,0.079706,0.074941,0.137026,0.067808,0.118964,0.075118,0.095497,0.083373,0.067222,0.016016,0.022167,0,0,0,0,0,1
1209,0.805592,0.492342,0.753204,0.787974,0.651442,0.700811,0.842095,0.615763,0.722504,0.538994,0.058276,0.063473,0.063636,0.150529,0.373925,0.324047,0.217988,0.250668,0.313268,0.400372,0.203443,0.335452,0.3717,0.23973,0.376391,0.140082,0.129029,0.131481,0.148161,0.150225,0.242909,0.272889,0.235536,0.31077,0.303744,0.329456,0.248033,0.252139,0.230861,0.224099,0.001498,0.010631,7.1e-05,0.004769,0.004432,0.043288,0.037809,0.02801,0.017271,0.038474,0.009665,0.003986,0.02153,0.016216,0.039751,0.037987,0.02603,0.307785,0.45085,0.554346,0.520339,0.562925,0.580693,0.579912,0.437143,0.569031,0.561282,0.019047,0.0198,0.06547,0.090259,0.011843,0.015776,0.034665,0.264888,0.139396,0.064452,0.131925,0.083576,0.040086,0.090521,0.016692,0.024517,0.040654,0.273596,0.098371,0.231481,0,0,0,0,0,1
1210,0.855064,0.904736,0.98185,0.938114,0.668491,0.486394,0.549299,0.634568,0.489095,0.383215,0.013664,0.016787,0.005304,0.068991,0.010695,0.008351,0.075011,0.059849,0.17363,0.063146,0.126897,0.456193,0.51518,0.408183,0.399246,0.318761,0.201372,0.323765,0.139191,0.228024,0.236732,0.25308,0.257939,0.302728,0.334209,0.425771,0.322324,0.393127,0.29359,0.293593,0.01344,0.091715,0.028683,0.01037,0.030455,0.069524,0.005383,0.10174,0.112622,0.005535,0.016046,0.126706,0.058155,0.217216,0.088792,0.414601,0.021579,0.312709,0.479953,0.426203,0.36698,0.416331,0.407477,0.449058,0.519665,0.525427,0.496182,0.02664,0.037538,0.107841,0.051106,0.01584,0.033586,0.022828,0.01521,0.098275,0.011259,0.013176,0.006065,0.012906,0.034318,0.093672,0.094242,0.22786,0.146118,0.141329,0.104471,0,0,0,0,0,1
1211,0.983225,0.938807,0.770863,0.573831,0.593697,0.376674,0.488341,0.76125,0.426376,0.662466,0.0,0.0,0.047337,0.242583,0.320838,0.135142,0.01425,0.18883,0.050256,0.266159,0.284377,0.11024,0.066161,0.125679,0.113114,0.019099,0.346667,0.339259,0.330844,0.338848,0.388786,0.347449,0.392346,0.510844,0.371564,0.521406,0.378457,0.439698,0.339801,0.456063,0.0,0.000509,0.000482,0.002075,0.007869,0.015307,0.016594,0.008719,0.020546,0.000619,0.001349,0.020754,0.001491,0.00973,0.006443,0.00202,0.008633,0.437478,0.740774,0.795894,0.858819,0.316503,0.289732,0.367966,0.724626,0.947385,0.744465,0.000689,0.00159,0.002392,0.003224,0.07779,0.160988,0.461745,0.18108,0.092711,0.006483,0.26411,0.061836,0.019731,0.136201,0.149858,0.126282,0.117329,0.152808,0.002494,0.045861,1,0,0,0,1,0
1212,0.01816,0.653965,0.748358,0.758915,0.768186,0.807381,0.791747,0.726948,0.776827,0.609834,0.058082,0.086064,0.480479,0.499848,0.16226,0.04299,0.03692,0.048255,0.06597,0.110249,0.085853,0.098881,0.128337,0.121278,0.118784,0.156296,0.340665,0.292606,0.237826,0.350658,0.315329,0.36797,0.365871,0.326214,0.347455,0.328772,0.347353,0.341756,0.334712,0.334451,0.003384,0.007181,0.00658,0.000918,0.001358,0.000532,0.001885,0.000202,0.000183,0.000214,0.000126,0.000421,0.000406,0.000401,0.000526,0.000296,0.000465,0.636652,0.526414,0.512659,0.49149,0.640063,0.585145,0.54539,0.549394,0.531233,0.559447,0.027268,0.027502,0.029701,0.034933,0.024537,0.022576,0.003263,0.004482,0.001695,0.004512,0.009961,0.013048,0.002247,0.003025,0.002595,0.002695,0.009346,0.003232,0.005567,0.025994,1,0,0,0,0,0
1213,0.7628,0.877675,0.541037,0.43445,0.651519,0.498783,0.745363,0.574559,0.63983,0.423774,0.010919,0.008786,0.008883,0.00785,0.614678,0.185171,0.029117,0.05046,0.010805,0.044761,0.071911,0.324374,0.04798,0.048169,0.036266,0.111957,0.215007,0.217942,0.206948,0.266667,0.263292,0.295158,0.292147,0.38537,0.30808,0.393957,0.373011,0.41452,0.452085,0.435919,0.001037,0.001023,0.001799,0.002784,0.003579,0.006167,0.021914,0.018855,0.02501,0.002431,0.007412,0.005844,0.007627,0.005455,0.004996,0.009371,0.010661,0.348464,0.576859,0.656479,0.703256,0.26778,0.298969,0.478138,0.733584,0.76636,0.717861,0.014472,0.012346,0.014632,0.019229,0.020605,0.025435,0.432959,0.164329,0.071613,0.109973,0.043243,0.006182,0.013018,0.010665,0.05139,0.074543,0.027201,0.064678,0.040818,0.057795,1,0,0,0,0,0
1214,0.758518,0.852653,0.68248,0.627696,0.484804,0.804529,0.79392,0.507755,0.786226,0.458317,0.004429,0.004212,0.007973,0.032264,0.136037,0.149405,0.799927,0.275722,0.038882,0.022139,0.064725,0.098877,0.027045,0.093287,0.082907,0.069573,0.273765,0.25404,0.283937,0.265775,0.303251,0.298724,0.378347,0.404198,0.469726,0.433368,0.466578,0.425405,0.449602,0.494938,0.000418,0.002995,0.004575,0.000236,0.000432,0.002336,0.00288,0.026444,0.006785,0.013544,0.001037,0.00323,0.005924,0.00291,0.004048,0.023688,0.006204,0.259684,0.754607,0.784789,0.809402,0.613303,0.709698,0.833434,0.744957,0.881419,0.842649,0.007062,0.006701,0.105366,0.686021,0.034085,0.307844,0.059422,0.376668,0.122991,0.264235,0.167442,0.109916,0.021268,0.039744,0.060642,0.026751,0.081124,0.046501,0.599021,0.061698,1,0,0,0,1,0
1215,0.948445,0.823672,0.737689,0.295366,0.621996,0.717606,0.715239,0.609499,0.822717,0.687018,0.001809,0.000171,0.051043,0.023295,0.029756,0.079325,0.175786,0.558539,0.126373,0.088708,0.653967,0.101928,0.193695,0.006571,0.003185,0.002344,0.313402,0.320446,0.319026,0.283457,0.296036,0.277764,0.279582,0.322332,0.389259,0.381324,0.31784,0.330761,0.285405,0.282613,0.000422,0.000981,0.001094,0.001209,0.000607,0.000721,0.002484,0.001184,0.000765,0.007555,0.006736,0.008743,0.01423,0.009438,0.00035,5.9e-05,0.000533,0.261954,0.31628,0.308608,0.318226,0.301932,0.340166,0.565463,0.373077,0.434279,0.281367,0.003836,0.001958,0.009258,0.01267,0.102473,0.048409,0.035272,0.040048,0.017244,0.101486,0.192492,0.047244,0.121442,0.273019,0.030984,0.121214,0.174561,0.004646,0.001599,0.000813,1,0,0,0,0,0
1216,0.923776,0.691767,0.604881,0.446086,0.384668,0.571548,0.545171,0.485684,0.526196,0.444114,0.058705,0.011257,0.006913,0.020946,0.209053,0.130485,0.021106,0.079107,0.00812,0.144246,0.214401,0.08374,0.100909,0.284907,0.207989,0.104027,0.347037,0.330089,0.320062,0.211214,0.609108,0.401091,0.432517,0.478182,0.622826,0.654074,0.590645,0.754973,0.544609,0.643237,0.008298,0.007853,0.014717,0.001971,0.050603,0.100393,0.250759,0.030084,0.025089,0.001848,0.016545,0.148076,0.00936,0.054279,0.096532,0.042913,0.032507,0.301787,0.707103,0.779343,0.816369,0.494979,0.51995,0.611145,0.727031,0.639839,0.70688,0.049224,0.020118,0.031059,0.036635,0.004196,0.11048,0.265668,0.004741,0.042552,0.007053,0.084302,0.002275,0.011254,0.066734,0.15209,0.15434,0.042943,0.084109,0.076075,0.047363,1,0,0,0,0,0
1217,0.675467,0.680585,0.839924,0.570012,0.446748,0.842877,0.647354,0.651221,0.681954,0.822754,0.027257,0.070556,0.641728,0.630944,0.030343,0.006014,0.725196,1.0,0.001237,0.812567,0.003375,0.001478,0.969213,0.009561,0.482364,0.25123,0.209794,0.22799,0.252874,0.310048,0.155597,0.332161,0.322579,0.302634,0.343786,0.320775,0.502401,0.381159,0.303381,0.368388,0.003055,0.001578,0.001583,0.019488,0.014433,0.014457,0.013091,0.014207,0.020425,0.000511,0.004214,0.000111,0.000564,0.010095,0.037862,0.072296,0.000759,0.647119,0.479469,0.43476,0.373289,0.618827,0.612296,0.639236,0.601315,0.585637,0.640331,0.605101,0.392604,0.030218,0.016881,0.156501,0.240008,0.025033,0.002093,0.048347,0.013953,0.084881,0.002587,0.035945,0.114719,0.003112,0.05188,0.00336,0.003655,0.573166,0.005006,1,0,0,0,0,0
1218,0.85405,0.84635,0.87404,0.85331,0.670502,0.829496,0.464469,0.845897,0.831211,0.812346,0.003319,0.003222,0.053927,0.039024,0.096255,0.140711,0.000556,0.019065,0.000344,0.064157,0.370462,0.041849,0.306255,0.001139,0.000531,0.001358,0.135974,0.13725,0.243786,0.163333,0.215281,0.18677,0.232627,0.34799,0.406228,0.364492,0.36834,0.337778,0.371269,0.38308,0.001829,0.064326,0.017723,0.00939,0.008571,0.176145,0.013353,0.078244,0.002151,0.009413,0.004369,0.002997,0.001064,0.00039,0.000126,0.003866,0.000248,0.336341,0.578782,0.519257,0.513777,0.470198,0.49442,0.668847,0.508107,0.490137,0.502527,0.012034,0.013645,0.199069,0.037333,0.018783,0.196473,0.183068,0.030932,0.215239,0.016631,0.230793,0.002939,0.141532,0.021856,0.070781,0.166904,0.001886,0.001244,0.003465,0.001529,1,0,0,0,0,0
