,attr8,attr9,attr13,attr14,attr22,attr23,attr27,attr30,attr33,attr35,attr36,attr38,attr39,attr40,attr45,attr46,attr50,attr61,attr62,attr63,attr66,attr76,attr86,attr88,attr92,attr94,attr96,attr97,attr99,attr111,attr113,attr114,attr115,attr118,attr119,attr122,attr125,attr128,attr129,attr131,attr132,attr134,attr136,attr137,attr138,attr143,attr145,attr147,attr149,attr150,attr152,attr156,attr157,attr158,attr159,attr161,attr168,attr169,attr170,attr175,attr176,attr179,attr180,attr181,attr190,attr191,attr193,attr195,attr201,attr204,attr206,attr207,attr217,attr218,attr219,attr223,attr225,attr235,attr244,attr246,attr254,attr258,attr259,attr264,attr270,attr271,attr277,attr279,attr280,attr288,attr290,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1336,0.530977,0.566638,0.526414,0.582376,0.754202,0.780545,0.798278,0.776949,0.806782,0.709162,0.747437,0.959174,0.894584,0.79436,0.848451,0.763969,0.235112,0.329788,0.428484,0.346109,0.275816,0.183731,0.381279,0.23723,0.177604,0.289809,0.182791,0.265916,0.264321,0.346365,0.419588,0.400274,0.336221,0.290734,0.260466,0.443841,0.369499,0.491063,0.456859,0.450473,0.474794,0.477572,0.348855,0.391427,0.467071,0.434966,0.372257,0.439239,0.088034,0.040129,0.051533,0.011338,0.046776,0.024734,0.011396,0.034851,0.097419,0.041649,0.033324,0.121521,0.097477,0.057587,0.065689,0.057272,0.036629,0.008084,0.10979,0.08106,0.3038,0.515175,0.533168,0.501006,0.453178,0.526179,0.497573,0.460346,0.581969,0.530853,0.547649,0.137207,0.065637,0.099976,0.06437,0.138467,0.035072,0.059099,0.208279,0.04334,0.201866,0.022966,0.040643,0.075365,0.056335,1,0,0,0,0,1
1337,0.409835,0.42771,0.268243,0.282841,0.906822,0.94588,0.858156,0.940224,0.955219,0.864822,0.886698,0.933984,0.94232,0.932806,0.896407,0.898612,0.011004,0.25596,0.189174,0.290123,0.007294,0.029,0.007143,0.00145,0.009148,0.003208,0.016628,0.002694,0.325549,0.40299,0.352099,0.348505,0.342298,0.313937,0.28155,0.339335,0.363567,0.34989,0.345761,0.34716,0.351715,0.367085,0.355171,0.35,0.351886,0.364438,0.375617,0.378601,0.003745,0.007669,0.008202,0.01223,0.024134,0.040057,0.056451,0.061022,0.008318,0.000416,0.000268,0.001828,0.0004,0.000527,0.000353,0.000404,0.000496,0.000403,0.000754,0.000359,0.067353,0.461084,0.26371,0.299975,0.344773,0.543803,0.531904,0.486145,0.552995,0.560163,0.567633,0.032768,1.0,0.399607,0.725945,0.037141,0.001485,0.004991,0.004697,0.002008,0.001923,0.006504,0.001511,0.002255,0.003103,1,0,0,0,0,0
1338,0.972475,0.968013,0.338133,0.231695,0.87694,0.890848,0.495212,0.848965,0.739744,0.955938,0.928011,0.379471,0.529339,0.375282,0.557276,0.53979,0.003973,0.564294,0.401916,0.241798,0.340861,0.397091,0.316257,0.586166,0.007069,0.651696,0.362053,0.376081,0.166578,0.249239,0.202545,0.217538,0.338704,0.424095,0.274033,0.384979,0.482147,0.50094,0.523594,0.447126,0.416907,0.36369,0.43618,0.411344,0.520809,0.386337,0.41382,0.339321,0.005224,0.004464,0.019934,0.003564,0.040641,0.017065,0.048046,0.022979,0.030697,0.00435,0.01317,0.008268,0.00424,0.047586,0.062361,0.098632,0.000415,0.004438,0.039154,0.018354,0.584653,0.465043,0.424819,0.4254,0.709105,0.414822,0.463064,0.608897,0.608763,0.575148,0.523797,0.010136,0.002684,0.207163,0.09183,0.160645,0.052707,0.070857,0.027206,0.04083,0.009666,0.003018,0.138407,0.088552,0.138241,1,0,0,0,0,0
1339,0.347636,0.359311,0.360213,0.344368,0.625845,0.681348,0.609265,0.824664,0.702147,0.665709,0.714217,0.937661,0.886595,0.853381,1.0,1.0,0.039304,0.01111,0.005328,0.007606,0.01915,0.020348,0.203822,0.192072,0.570258,0.003862,0.295666,0.088123,0.322421,0.132147,0.0,0.0,0.003189,0.021653,0.052497,0.077545,0.004047,0.237524,0.174979,0.182126,0.189616,0.551481,0.297997,0.221379,0.128121,0.333498,0.460082,0.243114,0.014071,0.01151,0.010255,0.01891,0.010431,0.005877,0.00618,0.004833,0.009444,0.14488,0.039081,0.021782,0.325533,0.084753,0.014035,0.004326,0.241418,0.00332,0.003867,0.027269,0.0,0.0,0.0,0.0,0.0,0.089037,0.103652,0.005591,0.484221,0.488594,0.589607,0.027019,0.036699,0.008513,0.00595,0.063902,0.049962,0.057264,0.056602,0.058968,0.057536,0.223349,0.000886,0.463029,0.602528,1,0,0,0,0,0
1340,0.673342,0.692352,0.628817,0.612845,0.418515,0.582399,0.65326,0.752152,0.909254,0.852917,0.778949,0.807294,0.835726,0.86812,0.821711,0.859701,0.012408,0.001791,0.004279,0.008598,0.191727,0.02464,0.019247,0.002159,0.000109,0.00626,0.000231,0.001626,0.028882,0.037373,0.184945,0.166344,0.17775,0.16441,0.149643,0.236749,0.154691,0.287332,0.304019,0.340021,0.32452,0.076804,0.103999,0.142675,0.273649,0.13858,0.299787,0.346667,0.025818,0.015652,0.008841,0.005511,0.010253,0.0067,0.005969,0.04383,0.001009,0.016529,0.077989,0.005298,0.033363,0.005836,0.003578,0.015013,0.00069,0.002487,0.019787,0.000998,0.019648,0.127673,0.120437,0.105732,0.128556,0.610809,0.532475,0.193147,0.456041,0.373009,0.455661,0.036456,0.008927,0.017669,0.031109,0.011573,0.115786,0.165331,0.015967,0.061257,0.123133,0.001556,0.00634,0.006351,0.0,1,0,0,0,0,0
1341,0.745377,0.772735,0.731054,0.652824,0.617282,0.647652,0.614537,0.498758,0.535188,0.567614,0.520544,0.508086,0.536534,0.586394,0.471311,0.33309,0.001853,0.52216,0.511387,0.627205,0.109652,0.295956,1.0,0.827846,0.003694,0.849763,0.12276,0.463279,0.102551,0.377963,0.0,0.00085,0.126577,0.373498,0.421248,0.313018,0.427819,0.44358,0.455974,0.443724,0.431872,0.456893,0.485967,0.518244,0.47037,0.543011,0.525576,0.621152,0.012952,0.010224,0.073282,0.031891,0.030704,0.012607,0.010608,0.010528,0.008711,0.23038,0.233447,0.015023,0.076607,0.034098,0.030216,0.02722,0.000314,0.335057,0.3971,0.319903,0.366725,0.249262,0.488169,0.564066,0.576132,0.262178,0.370359,0.564435,0.57177,0.720947,0.680734,0.011671,0.191713,0.083661,0.125674,0.207568,0.268962,0.138252,0.280401,0.227724,0.074248,0.002304,0.256196,0.239199,0.127146,1,0,0,0,0,1
1342,0.553649,0.593176,0.630498,0.624079,0.684967,0.715801,0.406071,0.724011,0.56036,0.714541,0.683798,0.691611,0.556571,0.629852,0.675271,0.659293,0.112412,0.457487,0.011372,0.033508,0.063104,0.438768,0.000947,0.163324,0.004695,0.00117,0.002223,0.00285,0.105034,0.270254,0.139753,0.17596,0.317812,0.717195,0.322051,0.447984,0.690418,0.340247,0.388964,0.643923,0.610151,0.328354,0.370432,0.527956,0.453224,0.373265,0.413697,0.399198,0.065358,0.071847,0.043958,0.023947,0.019755,0.356218,0.797759,0.043152,0.027792,0.01133,0.005172,0.006669,0.001125,0.166391,0.315376,0.280538,0.001057,0.000765,0.002634,0.00026,0.349448,0.426575,0.431036,0.509796,0.526592,0.506978,0.497394,0.560565,0.534253,0.68372,0.678028,0.049006,0.012288,0.127995,0.009523,0.087671,0.182472,0.549046,0.078827,0.103619,0.004799,0.014914,0.005392,0.008654,0.018934,1,0,0,0,0,0
1343,0.790006,0.929113,0.831602,0.932831,0.490077,0.744224,0.511774,0.666644,0.744018,0.509342,0.294808,0.508844,0.721963,0.895399,0.344124,0.374766,0.003276,0.0886,0.291139,0.001119,0.190994,0.53547,0.113254,0.259096,0.181087,0.235853,0.278389,0.353495,0.140796,0.228278,0.557449,0.45668,0.534945,0.499403,0.198299,0.46583,0.40904,0.416722,0.294705,0.230974,0.211907,0.497627,0.474719,0.343649,0.307353,0.534959,0.440844,0.304369,0.004745,0.000837,0.006922,0.00094,0.197703,0.239076,0.063317,0.010431,0.04737,0.02101,0.056065,0.097629,0.007233,0.00337,0.019938,0.013497,0.022376,0.025279,0.035544,0.02291,0.427402,0.569534,0.607398,0.649781,0.484087,0.574029,0.723609,0.492821,0.408459,0.344427,0.286892,0.010407,0.013666,0.26465,0.006553,0.20118,0.92142,0.931169,0.170852,0.27009,0.084365,0.023723,0.013207,0.163216,0.155419,1,0,0,0,1,0
1344,0.120742,0.322581,0.648853,0.604908,0.438044,0.706064,0.583852,0.75764,0.694224,0.466437,0.582004,0.583342,0.792438,0.771063,0.743825,0.757029,0.320789,0.000628,0.000881,0.001481,0.066839,0.054291,0.364674,0.003827,0.006896,0.004658,0.00287,0.003372,0.424438,0.347305,0.381674,0.420713,0.397058,0.329746,0.320123,0.446831,0.366139,0.363594,0.381228,0.434019,0.421783,0.433244,0.452373,0.431324,0.427078,0.431385,0.424417,0.418326,0.002123,0.001125,0.000815,0.039202,0.000397,0.000406,0.000224,0.000331,0.002333,0.151061,0.02903,0.005729,0.210415,0.00034,0.000693,0.002342,0.000315,0.000294,0.000232,0.000341,0.064524,0.501297,0.112129,0.099179,0.144257,0.411154,0.494476,0.284856,0.399937,0.453379,0.467022,0.242333,0.26277,0.001584,0.002802,0.049554,0.104337,0.084424,0.009286,0.043386,0.44658,0.001408,0.002203,0.002999,0.002084,1,0,0,0,0,0
1345,0.932753,0.936951,0.699118,0.705235,0.54747,0.764337,0.54436,0.569872,0.652957,0.598543,0.659874,0.617022,0.709282,0.61569,0.718773,0.756382,0.000214,0.006113,0.012425,0.011397,0.014463,0.464363,0.26863,0.18182,0.232409,0.079723,0.007241,0.00394,0.344088,0.209012,0.251187,0.245857,0.240439,0.271715,0.282689,0.27882,0.289561,0.470638,0.40382,0.374657,0.357023,0.532174,0.572545,0.463018,0.680837,0.473045,0.460878,0.451317,0.000827,0.001073,0.002627,0.001591,0.004166,0.002396,0.001121,0.004737,0.000928,0.01063,0.009748,0.006339,0.026074,0.034843,0.130615,0.034053,0.048224,0.03202,0.001045,0.00048,0.244453,0.440553,0.421665,0.336353,0.428039,0.535896,0.519682,0.58415,0.574208,0.646236,0.684335,0.003198,0.008133,0.017388,0.021668,0.021054,0.014414,0.070926,0.087658,0.085806,0.144843,0.143285,0.021791,0.005286,0.00973,1,0,0,0,0,0
1346,0.323296,0.445905,0.703279,0.60751,0.445487,0.698842,0.524503,0.797727,0.462573,0.679814,0.79707,0.836429,0.821812,0.734683,0.760695,0.79326,0.111231,0.015577,0.020961,0.204645,0.29989,0.492133,0.112243,0.077247,0.131427,0.084588,0.102697,0.479263,0.350878,0.11201,0.448512,0.236632,0.47727,0.28917,0.328711,0.379486,0.63168,0.403546,0.463738,0.751214,0.570281,0.418224,0.409931,0.421852,0.470281,0.443964,0.429657,0.442099,0.015767,0.016413,0.00805,0.014418,0.190752,0.174529,0.006352,0.13714,0.05983,0.054824,0.019132,0.053193,0.129096,0.195196,0.17449,0.296202,0.00487,0.002862,0.003494,0.105951,0.0,0.205202,0.0,0.0,0.268105,0.584787,0.454744,0.478227,0.628232,0.621321,0.620795,1.0,0.063293,0.097923,0.426706,0.136658,0.814375,0.619889,0.043015,0.103064,0.066704,0.051083,0.031089,0.068171,0.056894,1,0,0,0,0,0
1347,0.540413,0.557687,0.568696,0.560718,0.686138,0.684813,0.703113,0.570974,0.449081,0.580323,0.597413,0.580695,0.64562,0.45146,0.567054,0.586043,0.005801,0.102567,0.013316,0.004091,0.231852,0.01124,0.09005,0.275509,0.112111,0.298004,0.319004,0.238344,0.032915,0.0,0.121152,0.345384,0.368539,0.332901,0.094767,0.21714,0.20013,0.228416,0.229225,0.548278,0.240775,0.362627,0.573635,0.858553,0.769252,0.539582,0.469774,0.388711,0.004113,0.003261,0.003467,0.023872,0.14569,0.159675,0.109254,0.003179,0.156428,0.004948,0.013623,0.003899,0.049236,0.156471,0.276705,0.062665,0.085398,0.209042,0.235185,0.046246,0.0,0.0,0.0,0.01191,0.105531,0.099336,0.133018,0.124877,0.1736,0.648797,0.545804,0.011407,0.129917,0.072458,0.011185,0.012214,0.233233,0.227049,0.562653,0.26527,0.251761,0.035513,0.094999,0.045194,0.018018,1,0,0,0,0,0
1348,0.589653,0.590133,0.693257,0.705647,0.665776,0.779695,0.779183,0.527688,0.872377,0.815903,0.545194,0.738267,0.886266,0.863819,0.705327,0.878725,0.004905,0.010876,0.002514,0.003467,0.220998,0.01465,0.569081,0.091141,0.009889,0.191039,0.327823,0.174051,0.17321,0.217209,0.311248,0.328896,0.224492,0.097209,0.097407,0.335171,0.076036,0.375583,0.369664,0.324417,0.245377,0.355048,0.344993,0.335364,0.344472,0.324355,0.358985,0.343861,0.000858,0.001152,0.000275,0.005581,0.007537,0.006002,0.006999,0.001609,0.097295,0.009136,0.012058,0.005408,0.012394,0.000642,0.011855,0.05689,0.000385,0.000932,0.001906,0.006965,0.098877,0.190117,0.171788,0.198906,0.127628,0.500481,0.552089,0.335816,0.542203,0.536981,0.50662,0.01025,0.071016,0.01676,0.008373,0.102039,0.065373,0.047802,0.01515,0.051033,0.025979,0.002111,0.028694,0.04894,0.044579,1,0,0,0,0,0
1349,0.64745,0.655885,0.662779,0.638391,0.431049,0.517154,0.716929,0.227412,0.62339,0.881515,0.551404,0.851624,0.838367,0.872577,0.790119,0.834601,0.003337,0.011715,0.002918,0.000874,0.172261,0.257185,0.092802,0.146315,0.18301,0.182533,0.118003,0.069186,0.0,0.0,0.0,0.0,0.019938,0.07522,0.022846,0.190597,0.321797,0.38869,0.364561,0.721797,0.380878,0.325357,0.376008,0.398505,0.376056,0.366735,0.366852,0.32286,0.00325,0.004249,0.003227,0.000948,0.000544,0.078449,0.041957,0.000938,0.270455,0.073272,0.161887,0.004623,0.022742,0.155121,0.531454,0.173397,0.004448,0.001124,0.001522,0.001063,0.0,0.022813,0.0,0.034588,0.313909,0.10174,0.238694,0.549316,0.460436,0.775765,0.759919,0.023409,0.020475,0.045854,0.021178,0.229011,0.127111,0.263955,0.117961,0.484475,0.017358,0.093992,0.099145,0.032451,0.020968,1,0,0,0,0,0
1350,0.721726,0.729991,0.688099,0.71602,0.733711,0.781,0.583076,0.703548,0.688772,0.645822,0.781142,0.725906,0.645158,0.660889,0.890446,0.888386,0.004067,0.118236,0.120168,0.029848,0.003311,0.303985,0.17531,0.166718,0.000381,0.000232,0.001337,0.00942,0.0,0.178265,0.151811,0.157812,0.161653,0.529026,0.148621,0.30642,0.709925,0.497826,0.293203,0.423093,0.537311,0.379513,0.284527,0.506145,0.249088,0.399369,0.401927,0.391495,0.002643,0.003326,0.003814,0.014366,0.012737,0.061372,0.188974,0.16468,0.008142,0.171387,0.140663,0.115471,0.093154,0.626228,0.329677,0.461862,0.000461,0.00052,0.000746,0.002091,0.0,0.118917,0.136149,0.16528,0.278404,0.374653,0.579811,0.596384,0.226561,0.479938,0.572889,0.015399,0.034598,0.722138,0.24449,0.212545,0.578534,0.299425,0.451561,0.770645,0.056963,0.002088,0.013102,0.051467,0.086304,1,0,0,0,0,0
1351,0.74261,0.763411,0.78872,0.786431,0.485836,0.399227,0.701896,0.486906,0.698998,0.678891,0.709913,0.766964,0.795006,0.701807,0.801587,0.823236,0.003806,0.004403,0.004795,0.004399,0.197096,0.021663,0.099889,0.104501,0.139744,0.181055,0.106503,0.098067,0.031392,0.111372,0.413711,0.401077,0.413601,0.193278,0.213635,0.315617,0.096722,0.070974,0.048354,0.101619,0.100569,0.276399,0.348169,0.390761,0.448471,0.456708,0.445096,0.443745,0.006801,0.006813,0.005122,0.018812,0.009544,0.002667,0.002576,0.005175,0.022483,0.037936,0.099273,0.022789,0.026041,0.01506,0.062011,0.045135,0.008697,0.006319,0.007793,0.005893,0.024143,0.235429,0.194512,0.154914,0.223329,0.404656,0.37642,0.093879,0.138598,0.490629,0.614544,0.020137,0.416361,0.025451,0.024403,0.032064,0.258825,0.028273,0.061119,0.118216,0.101122,0.019734,0.024417,0.01236,0.008662,1,0,0,0,0,0
1352,0.650302,0.645735,0.646141,0.63151,0.710607,0.735241,0.727704,0.742504,0.744688,0.722316,0.4599,0.487034,0.487666,0.505096,0.615442,0.680425,0.070879,0.002621,0.002414,0.0021,0.001175,0.000258,0.15211,0.064669,0.337695,0.214361,0.50268,0.518087,0.119877,0.130144,0.179815,0.205953,0.1769,0.17561,0.1662,0.223134,0.214081,0.246077,0.270679,0.255432,0.300261,0.077414,0.081406,0.081228,0.13048,0.356502,0.330679,0.348422,0.002729,0.000843,0.000328,0.0053,0.017824,0.007506,0.001716,0.000942,0.001203,0.002896,0.001771,0.000554,0.00234,0.000429,0.000443,0.088105,0.018125,0.013349,0.004489,0.07872,0.110865,0.205303,0.222099,0.16443,0.190944,0.279556,0.259393,0.237442,0.298231,0.2865,0.581611,0.134156,0.013075,0.002562,0.001767,0.091507,0.003752,0.003519,0.003675,0.187054,0.003538,0.166014,0.063289,0.083994,0.094204,1,0,0,0,0,0
1353,0.768415,0.792055,0.73378,0.785512,0.692242,0.713622,0.676167,0.748778,0.790254,0.784281,0.752106,0.864181,0.920775,0.97338,0.954108,0.976902,0.014996,0.00538,0.026276,0.048395,0.011577,0.167199,0.013906,0.024238,0.012236,0.012611,0.000723,0.090828,0.091228,0.0,0.157826,0.219911,0.159369,0.16749,0.160597,0.131742,0.181269,0.12546,0.156399,0.345617,0.468409,0.159959,0.303169,0.324685,0.336824,0.321941,0.336104,0.346577,0.022605,0.03401,0.043489,0.012017,0.04225,0.142469,0.072888,0.052213,0.026464,0.020191,0.012315,0.201821,0.01601,0.01707,0.048569,0.186178,0.004067,0.002342,0.00035,0.101745,0.101595,0.315542,0.264985,0.181048,0.284622,0.255446,0.260847,0.316179,0.358427,0.516942,0.595075,0.056764,0.025136,0.118098,0.073048,0.042787,0.017486,0.014745,0.030867,0.114791,0.417382,0.012659,0.009334,0.045448,0.010775,1,0,0,0,0,0
1354,0.655345,0.682668,0.533053,0.47842,0.754829,0.775086,0.758384,0.794007,0.765602,0.536511,0.598942,0.669388,0.643665,0.716787,0.730508,0.814992,0.000712,0.002246,0.276324,0.259907,0.001467,0.093806,0.325337,0.336482,0.227953,0.459087,0.261136,0.659395,0.0,0.238717,0.100521,0.114095,0.128409,0.153004,0.297147,0.189232,0.344088,0.245322,0.250096,0.359952,0.496056,0.171289,0.288628,0.419136,0.403813,0.463745,0.434561,0.482044,0.005495,0.007907,0.011763,0.005957,0.004651,0.004348,0.004913,0.15001,0.091029,0.003369,0.002253,0.056146,0.000914,0.077415,0.056367,0.080793,0.270223,0.27524,0.061037,0.025475,0.0,0.0,0.008163,0.017031,0.356034,0.134103,0.162115,0.432714,0.201467,0.426295,0.624665,0.010008,0.010612,0.57644,0.728344,0.010651,0.043092,0.125565,0.361165,0.190075,0.04274,0.584837,0.104336,0.137342,0.088867,1,0,0,0,0,0
1355,0.572193,0.582084,0.608392,0.526035,0.652789,0.742674,0.766587,0.796583,0.74929,0.458058,0.822014,0.838335,0.773378,0.706657,0.819856,0.693163,0.018491,0.206665,0.294196,0.33161,0.044427,0.138709,0.197665,0.219986,0.016633,0.087529,0.454402,0.047388,0.251667,0.323477,0.188951,0.228512,0.252401,0.396166,0.373923,0.389328,0.40906,0.453594,0.396962,0.479328,0.446406,0.416756,0.400014,0.449122,0.456139,0.419554,0.542318,0.400123,0.012234,0.014217,0.012879,0.027052,0.032007,0.039038,0.045276,0.021426,0.010118,0.083064,0.042083,0.015235,0.072517,0.015296,0.088192,0.018697,0.000473,0.000488,0.092261,0.011207,0.369867,0.257638,0.291566,0.29425,0.717212,0.465993,0.5451,0.680634,0.635344,0.656848,0.660841,0.041092,0.1011,0.11261,0.363437,0.242794,0.059952,0.042877,0.014259,0.089278,0.044358,0.004034,0.021089,0.028009,0.014976,1,0,0,0,0,0
1356,0.839047,0.791426,0.329503,0.445616,0.4661,0.466095,0.304988,0.627907,0.479952,0.501176,0.685557,0.438933,0.534247,0.525881,0.486713,0.646426,0.383438,0.22242,0.249929,0.358892,0.163143,0.062455,0.326724,0.207038,0.003901,0.320869,0.087372,0.060582,0.296907,0.376008,0.358813,0.415494,0.40214,0.360665,0.343567,0.396893,0.351255,0.316722,0.386317,0.435974,0.390274,0.438505,0.523882,0.59607,0.596941,0.587202,0.639314,0.657805,0.012959,0.006342,0.010753,0.024063,0.014396,0.018147,0.025514,0.007881,0.00589,0.004048,0.00923,0.007931,0.038019,0.055693,0.045875,0.017376,0.001064,0.003745,0.008783,0.003289,0.511977,0.369163,0.479189,0.549405,0.61734,0.626633,0.63398,0.565497,0.340546,0.666421,0.750347,0.118723,0.109258,0.165108,0.118744,0.049322,0.042388,0.025019,0.050098,0.036196,0.079768,0.004493,0.201949,0.028238,0.027095,1,0,0,0,0,0
1357,0.720002,0.734651,0.73164,0.724266,0.701086,0.709573,0.71026,0.69858,0.606247,0.649581,0.921395,0.886824,0.832027,0.804511,0.844117,0.847296,0.000885,0.001312,0.001045,0.000779,0.000194,0.000224,0.072526,0.473449,0.006266,0.007091,0.011917,0.016426,0.121763,0.155953,0.151783,0.157613,0.16227,0.160706,0.155816,0.144678,0.146084,0.06286,0.08489,0.143697,0.162003,0.262894,0.247826,0.279259,0.310082,0.072757,0.097222,0.122003,0.001491,0.000925,0.000563,0.000558,0.000417,0.000577,0.000458,0.00076,0.000213,0.00023,0.000165,0.000113,0.094795,0.047874,0.065986,0.041659,0.016102,0.023457,0.019728,0.057624,0.100924,0.110138,0.111212,0.109188,0.115182,0.104938,0.107723,0.106549,0.125414,0.439669,0.340636,0.002058,0.001211,0.002501,0.002219,0.001601,0.037247,0.001351,0.057877,0.291822,0.100126,0.007898,0.012053,0.035185,0.05365,1,0,0,0,0,0
1358,0.734832,0.728691,0.676656,0.660779,0.82491,0.700209,0.690536,0.792048,0.875002,0.785749,0.884438,0.850024,0.890301,0.87413,0.854017,0.861125,0.003895,0.001468,0.001334,0.001733,0.145122,0.342603,0.06788,0.025283,0.028886,0.044162,0.081022,0.065159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479053,0.427929,0.354753,0.417243,0.350892,0.375912,0.316043,0.316722,0.320185,0.325425,0.310809,0.307037,0.297565,0.003918,0.004558,0.003864,0.001978,0.001455,0.001647,0.001713,0.001518,0.015498,0.195536,0.521469,0.428207,0.412902,0.039686,0.050833,0.178044,0.000925,0.001216,0.001175,0.001988,0.0,0.068796,0.048153,0.028438,0.043512,0.345142,0.515477,0.412138,0.707148,0.725409,0.759013,0.015068,0.010138,0.007693,0.008621,0.125235,0.649051,0.962142,0.13519,0.316571,0.142816,0.02125,0.017613,0.032618,0.029305,1,0,0,0,0,0
1359,0.783067,0.786043,0.629632,0.508116,0.614772,0.659669,0.705056,0.833356,0.891534,0.681389,0.855779,0.863075,0.880635,0.894938,0.899978,0.862441,0.007794,0.104345,0.273041,0.304746,0.346359,0.320799,0.00673,0.003738,0.004937,0.004634,0.021854,0.367,0.230261,0.211248,0.234294,0.224657,0.216749,0.219698,0.254321,0.271015,0.285268,0.212311,0.27094,0.339417,0.33334,0.273738,0.328086,0.340775,0.336934,0.337243,0.332263,0.250988,0.007702,0.007181,0.005201,0.001139,0.000934,0.00143,0.002915,0.004953,0.014774,0.200742,0.02996,0.013396,0.059163,0.002922,0.000318,8e-05,0.003034,0.000309,0.003433,0.019511,0.306305,0.321625,0.32744,0.346216,0.512648,0.376387,0.449488,0.539016,0.372763,0.468208,0.570719,0.027323,0.015353,0.068509,0.131687,0.061279,0.00959,0.048174,0.002776,0.000349,0.147318,0.004695,0.004116,0.131686,0.141115,1,0,0,0,0,0
1360,0.551819,0.557388,0.650647,0.632978,0.675784,0.687603,0.714644,0.520562,0.604362,0.666628,0.737066,0.658335,0.450959,0.606348,0.775993,0.766702,0.006724,0.188433,0.207288,0.196874,0.011692,0.025886,0.053075,0.386359,0.016474,0.028139,0.014881,0.039582,0.0131,0.099335,0.152551,0.08821,0.030851,0.0,0.0,0.435933,0.164287,0.599047,0.759163,0.485199,0.287359,0.454232,0.449074,0.555741,0.397092,0.470014,0.457181,0.410466,0.003425,0.005382,0.011859,0.04941,0.043463,0.021131,0.017733,0.017254,0.016037,0.01996,0.00711,0.02829,0.056136,0.196249,0.276055,0.005655,0.001129,0.001929,0.001933,0.006098,0.117351,0.227076,0.217089,0.225152,0.280842,0.430623,0.436538,0.404992,0.482913,0.496455,0.531423,0.009598,0.042914,0.031217,0.073224,0.055603,0.077247,0.080549,0.062947,0.007276,0.005072,0.00352,0.015989,0.022799,0.015765,1,0,0,0,0,0
1361,0.846719,0.85371,0.852403,0.844501,0.682588,0.758766,0.798425,0.84869,0.764553,0.685298,0.738093,0.731805,0.701763,0.669948,0.688754,0.66914,0.00357,0.0053,0.005573,0.005905,0.001595,0.096442,0.050789,0.064299,0.089163,0.059989,0.039613,0.039952,0.057119,0.057675,0.237654,0.158429,0.155117,0.154211,0.135796,0.275398,0.208457,0.370885,0.339602,0.260219,0.245871,0.366481,0.363635,0.358848,0.350144,0.367997,0.370679,0.36227,0.001896,0.001567,0.002271,0.001403,0.00134,0.001427,0.002168,0.00202,0.004728,0.004458,0.016229,0.049771,0.000807,0.014424,0.007819,0.006845,0.001063,0.001042,0.000821,0.000491,0.113638,0.271135,0.273014,0.277073,0.352512,0.541488,0.413927,0.277185,0.566324,0.509516,0.539464,0.019225,0.030332,0.035615,0.032359,0.008766,0.049128,0.083763,0.089788,0.095993,0.088474,0.018429,0.008276,0.005746,0.03031,1,0,0,0,0,0
1362,0.630217,0.644072,0.66333,0.658032,0.790061,0.822152,0.885389,0.932315,0.881366,0.897866,0.903301,0.723049,0.773787,0.892526,0.844363,0.894876,0.000412,0.124183,0.006097,0.0,0.039191,0.055673,0.005294,0.152048,0.010032,0.253084,0.003144,0.0,0.100562,0.182003,0.024808,0.04939,0.080967,0.167668,0.13321,0.18214,0.323278,0.346152,0.430233,0.384383,0.340693,0.345734,0.430713,0.46546,0.339026,0.35917,0.345652,0.346667,0.000877,0.001334,0.003196,0.000433,0.000761,0.038436,0.114175,0.000215,0.024721,0.056348,0.09081,0.114849,0.000299,0.036549,0.03841,0.000526,0.000542,0.013247,0.001447,2e-05,0.170469,0.158391,0.174025,0.281792,0.176821,0.349671,0.370661,0.833154,0.474727,0.500705,0.497763,0.000998,0.000594,0.041933,0.000167,0.325511,0.04666,0.161122,0.024069,0.010514,0.0148,0.005669,0.032859,0.000592,0.000354,1,0,0,0,0,0
1363,0.680078,0.689243,0.678195,0.666428,0.706308,0.717384,0.667953,0.681543,0.634381,0.707091,0.656108,0.629531,0.682305,0.658813,0.679527,0.679189,0.00989,0.007986,0.00771,0.006628,0.157832,0.145365,0.159271,0.100253,0.007146,0.013276,0.018941,0.024119,0.0,0.0,0.0,0.0,0.00369,0.0,0.0,0.627092,0.175261,0.207634,0.522188,0.469342,0.216337,0.258182,0.339047,0.378457,0.410254,0.392099,0.349554,0.279547,0.008994,0.008952,0.009918,0.003406,0.006529,0.007267,0.006488,0.002948,0.026259,0.131109,0.133033,0.06913,0.015786,0.589356,0.31327,0.005721,0.000594,0.001069,0.014026,0.001303,0.0,0.02676,0.052592,0.049808,0.060118,0.193248,0.215144,0.289475,0.179102,0.560319,0.534331,0.043926,0.036782,0.044972,0.039701,0.570018,1.0,0.929255,0.574288,0.047834,0.028772,0.015283,0.012471,0.013743,0.012216,1,0,0,0,0,0
