,attr1,attr5,attr13,attr21,attr23,attr26,attr28,attr34,attr36,attr40,attr41,attr42,attr43,attr49,attr50,attr54,attr55,attr58,attr62,attr65,attr70,attr72,attr73,attr76,attr78,attr83,attr84,attr87,attr88,attr89,attr90,attr91,attr92,attr95,attr97,attr98,attr100,attr106,attr108,attr109,attr110,attr112,attr116,attr117,attr118,attr119,attr122,attr126,attr129,attr131,attr132,attr134,attr135,attr136,attr137,attr140,attr142,attr144,attr145,attr146,attr147,attr149,attr150,attr151,attr152,attr154,attr156,attr160,attr162,attr163,attr164,attr165,attr166,attr167,attr168,attr176,attr181,attr185,attr187,attr190,attr197,attr198,attr199,attr200,attr201,attr203,attr204,attr206,attr208,attr209,attr211,attr212,attr215,attr216,attr217,attr218,attr219,attr221,attr224,attr226,attr234,attr237,attr240,attr246,attr247,attr248,attr249,attr255,attr256,attr258,attr264,attr267,attr268,attr270,attr271,attr275,attr276,attr278,attr281,attr283,attr284,attr285,attr286,attr287,attr290,attr292,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1167,0.478495,0.669721,0.808372,0.814004,0.71549,0.263057,0.520721,0.252516,0.336465,0.481672,0.47064,0.436041,0.301473,0.423107,0.019094,0.024853,0.021833,0.140671,0.007875,0.208521,0.322491,0.606151,0.175839,0.248336,0.181272,0.259301,0.301905,0.283998,0.259141,0.299125,0.281691,0.283407,0.01453,0.024942,0.038919,0.046531,0.107165,0.106137,0.180275,0.121619,0.129706,0.132406,0.143053,0.168605,0.179143,0.160571,0.188361,0.209801,0.250798,0.248824,0.250193,0.253272,0.247378,0.241331,0.241754,0.243952,0.253964,0.244305,0.245359,0.243535,0.239006,0.00203,0.019463,0.000755,0.000824,0.000345,0.004474,0.001246,0.000445,0.002994,0.0033,0.006713,0.013772,0.01381,0.006836,0.012962,0.015423,0.007558,0.0073,0.00123,0.014583,0.040007,0.080499,0.097342,0.132262,0.141761,0.100868,0.106823,0.234728,0.232444,0.211002,0.221479,0.273886,0.283412,0.313368,0.244246,0.295008,0.286271,0.2943,0.296406,0.323347,0.36988,0.253855,0.006969,0.009293,0.036512,0.014942,0.025736,0.029296,0.012613,0.070897,0.036623,0.095258,0.145676,0.047112,0.123063,0.118128,0.124615,0.105406,0.065057,0.118513,0.114394,0.097501,0.08417,0.005602,0.007838,0,0,0,0,0,1
1168,0.419085,0.932862,0.908139,0.705182,0.382412,0.750195,0.693173,0.414789,0.458284,0.408955,0.592263,0.589044,0.45939,0.626009,0.674837,0.001482,0.001388,0.289338,0.009784,0.312019,0.291436,0.370696,0.51004,0.151352,0.126791,0.194696,0.463054,0.400515,0.632899,0.613156,0.426864,0.480034,0.107399,0.40694,0.685784,0.342617,0.236874,0.28892,0.252868,0.228131,0.237403,0.325105,0.239646,0.261415,0.251204,0.325723,0.301321,0.326883,0.497879,0.270379,0.299635,0.321977,0.312644,0.307649,0.30727,0.334111,0.323951,0.337702,0.344241,0.329997,0.329779,0.003214,0.000742,0.000412,0.000635,0.006884,0.005956,0.000454,0.006238,0.009612,0.005392,0.000397,0.003656,0.004683,0.003423,0.028579,0.012524,0.018917,0.014115,0.003655,0.373966,0.376508,0.410069,0.384308,0.377221,0.470118,0.364817,0.380516,0.388506,0.376882,0.415562,0.392194,0.431158,0.402964,0.487347,0.4772,0.442583,0.416596,0.495138,0.486937,0.506771,0.516629,0.469003,0.019337,0.023228,0.003733,0.001838,0.014711,0.001216,0.002065,0.023883,0.026359,0.070068,0.023858,0.032509,0.051712,0.025768,0.058395,0.019834,0.096645,0.060735,0.041604,0.043863,0.059326,0.025734,0.039144,0,0,0,0,0,1
1169,0.868312,0.775615,0.355813,0.616516,0.377383,0.446109,0.623938,0.423271,0.278309,0.399679,0.529654,0.600138,0.259595,0.050652,0.016533,0.307697,0.498928,0.579361,0.313071,0.363219,0.278907,0.127403,0.090961,0.242611,0.830755,0.370494,0.209039,0.876656,1.0,0.832731,0.562694,0.743507,0.670442,0.438618,0.479397,0.313582,0.118613,0.199233,0.345221,0.321434,0.390626,0.386722,0.324095,0.389934,0.292721,0.388618,0.245435,0.392431,0.243912,0.331736,0.313181,0.432467,0.283718,0.324958,0.352755,0.3492,0.247204,0.255659,0.306077,0.285011,0.296188,0.002559,0.024301,0.043044,0.021131,0.036646,0.021089,0.04012,0.028293,0.022654,0.026975,0.013441,0.014872,0.027594,0.028013,0.035423,0.015955,0.057689,0.052719,0.054392,0.397475,0.396703,0.379374,0.472718,0.602087,0.587291,0.429745,0.586952,0.60466,0.505751,0.456255,0.438976,0.600449,0.513411,0.602191,0.464042,0.428183,0.518814,0.582253,0.42989,0.507904,0.556275,0.418433,0.01607,0.004937,0.095739,0.17319,0.238874,0.106645,0.105406,0.078925,0.207548,0.010281,0.07177,0.076981,0.020581,0.014178,0.050152,0.223002,0.134818,0.083991,0.112936,0.063687,0.108692,0.217915,0.078674,0,0,0,0,0,1
1170,0.778337,0.715159,0.783367,0.635102,0.664961,0.740211,0.56542,0.544596,0.590636,0.552459,0.497142,0.42989,0.474207,0.314418,0.021302,0.190372,0.13569,0.25172,0.178674,0.433268,0.400117,0.415105,0.333155,0.264009,0.115884,0.140758,0.321882,0.299614,0.35979,0.38041,0.358633,0.482992,0.657511,0.692363,0.653,0.679436,0.214751,0.197463,0.227743,0.288586,0.233029,0.235459,0.29295,0.294421,0.261367,0.303419,0.377505,0.342537,0.427687,0.399958,0.388096,0.377004,0.393559,0.436961,0.395552,0.332217,0.41578,0.254949,0.339701,0.268744,0.283983,0.022964,0.018341,0.029237,0.019246,0.018765,0.028627,0.016174,0.061566,0.035141,0.032212,0.009501,0.032047,0.038941,0.027871,0.00505,0.006698,0.021662,0.018767,0.040612,0.318012,0.359169,0.378008,0.421564,0.376124,0.373191,0.387379,0.414133,0.423058,0.389728,0.526928,0.526818,0.499632,0.460327,0.499228,0.601852,0.595726,0.562133,0.567157,0.615466,0.6157,0.574276,0.57281,0.008877,0.035768,0.041171,0.078966,0.065427,0.130379,0.038866,0.12449,0.082409,0.067253,0.040605,0.089618,0.048439,0.03224,0.052621,0.047329,0.039227,0.039095,0.060977,0.058844,0.088496,0.232053,0.206258,0,0,0,0,0,1
1171,0.732467,0.788214,0.716161,0.696576,0.396098,0.497412,0.622451,0.479866,0.297387,0.397267,0.43082,0.532879,0.276259,0.49284,0.177405,0.193267,0.135687,0.276361,0.024495,0.310691,0.295826,0.429934,0.440662,0.208362,0.250568,0.176131,0.340328,0.272558,0.333258,0.310015,0.21931,0.169856,0.28271,0.512842,0.178634,0.097384,0.36386,0.309922,0.28477,0.276182,0.307451,0.31314,0.197636,0.297891,0.303092,0.354275,0.351885,0.370541,0.366443,0.40326,0.361311,0.345683,0.328092,0.374784,0.393448,0.384196,0.365692,0.366204,0.332073,0.356768,0.391381,0.014427,0.020709,0.022647,0.02312,0.011564,0.010392,0.000505,0.007727,0.014916,0.028981,0.054146,0.009996,0.004057,0.012494,0.013579,0.00788,0.016087,0.015979,0.015179,0.554599,0.531421,0.532659,0.515925,0.593085,0.548584,0.523045,0.52526,0.53017,0.53571,0.484134,0.502352,0.486742,0.546095,0.590131,0.4501,0.515108,0.63987,0.597995,0.495447,0.588208,0.580882,0.562263,0.048881,0.065896,0.05018,0.093017,0.005837,0.022792,0.00276,0.055086,0.044994,0.083666,0.053441,0.068703,0.07883,0.118861,0.117728,0.130563,0.08234,0.055729,0.093323,0.064012,0.051294,0.065445,0.031883,0,0,0,0,0,1
1172,0.447783,0.810185,0.738266,0.198126,0.337711,0.525815,0.171203,0.306455,0.304074,0.232307,0.274645,0.209953,0.225422,0.338179,0.408654,0.008981,0.000718,0.490656,0.194579,0.397676,0.574252,0.206854,0.21525,0.558908,0.160001,0.357321,0.389102,0.597468,0.3905,0.50857,0.543428,0.53027,0.49436,0.386179,0.460814,0.661888,0.65895,0.736737,0.571252,0.321092,0.349224,0.385504,0.411395,0.478188,0.519501,0.448,0.687543,0.537006,0.712417,0.503084,0.62623,0.615773,0.610207,0.619,0.521294,0.507448,0.511445,0.482838,0.442064,0.473535,0.452681,0.404693,0.180389,0.001368,0.003979,0.103624,0.173729,0.122807,0.112991,0.144126,0.141719,0.051208,0.071066,0.103352,0.08237,0.068672,0.087541,0.172109,0.052477,0.067533,0.719798,0.634719,0.468396,0.458673,0.438423,0.5318,0.709372,0.636121,0.543446,0.578055,0.722315,0.657271,0.672726,0.681234,0.570757,0.724447,0.6606,0.627471,0.584664,0.671703,0.629937,0.591725,0.656755,0.127546,0.38612,0.207996,0.010841,0.164522,0.220641,0.418793,0.163607,0.068449,0.100366,0.08617,0.1263,0.069744,0.066257,0.139076,0.093008,0.123996,0.075638,0.068709,0.101935,0.128154,0.114222,0.056503,0,0,0,0,0,1
1173,0.768672,0.852402,0.813576,0.750812,0.609127,0.33416,0.676272,0.422092,0.614558,0.39026,0.6722,0.738569,0.523334,0.680292,0.003207,0.013778,0.000269,0.308392,0.189338,0.448204,0.196814,0.500441,0.86847,0.565911,0.189627,0.340076,0.33522,0.354178,0.3037,0.388359,0.229543,0.024166,0.018224,0.258033,0.026173,0.030611,0.21443,0.266548,0.315324,0.296609,0.287555,0.393056,0.308148,0.37995,0.348859,0.417796,0.359582,0.467234,0.413026,0.443068,0.517752,0.376074,0.414477,0.453929,0.412724,0.467063,0.367063,0.437132,0.497766,0.47131,0.471487,0.000137,0.014397,0.017054,0.000318,0.000813,0.008455,0.043357,0.002614,0.006497,0.014912,0.018909,0.013922,0.051517,0.053279,0.018117,0.042666,0.014199,0.026207,0.001109,0.309358,0.334356,0.362686,0.404747,0.379288,0.417512,0.382714,0.403171,0.41103,0.479398,0.438791,0.458138,0.478762,0.486336,0.553463,0.498059,0.508938,0.49178,0.577161,0.553553,0.549527,0.615078,0.468253,0.008753,0.002227,0.039366,0.122722,0.063221,0.141672,0.101876,0.077304,0.071143,0.043727,0.172636,0.057359,0.033486,0.036854,0.043622,0.00744,0.02125,0.11076,0.033394,0.02359,0.023286,0.049049,0.058492,0,0,0,0,0,1
1174,0.480231,0.493345,0.535042,0.564324,0.605244,0.447665,0.610384,0.565901,0.48979,0.381198,0.490684,0.30483,0.46934,0.522769,0.004535,0.091894,0.001149,0.002384,0.064103,0.01453,0.001801,0.31451,0.309171,0.228666,0.222241,0.544837,0.357605,1.0,0.594103,0.528011,0.634388,0.385647,0.530906,0.710098,0.357144,0.435463,0.187035,0.177157,0.175271,0.181362,0.241088,0.182572,0.180443,0.276445,0.249136,0.174435,0.261373,0.194095,0.31358,0.304441,0.312641,0.31768,0.324264,0.351996,0.33206,0.288217,0.354048,0.319507,0.30838,0.262677,0.333627,0.000188,0.000269,0.00033,0.010672,0.000334,0.00032,0.005632,0.00049,0.000925,0.000293,0.000406,0.017371,0.036501,7.7e-05,0.021141,0.012696,0.015007,0.008848,0.017094,0.051229,0.033927,0.076773,0.068251,0.126738,0.071465,0.098399,0.104051,0.231506,0.123984,0.131514,0.139801,0.358353,0.279697,0.139458,0.184056,0.28794,0.18063,0.199065,0.343578,0.485596,0.436466,0.459199,0.010681,0.004877,0.002302,0.00697,0.005879,0.007842,0.106023,0.143324,0.018771,0.169743,0.012666,0.107805,0.038269,0.114745,0.050367,0.062493,0.074579,0.075935,0.061769,0.136311,0.079111,0.102939,0.056194,0,0,0,0,0,1
1175,0.895679,0.893117,0.902928,0.898484,0.486109,0.718424,0.883578,0.758781,0.543609,0.751858,0.758834,0.75446,0.5945,0.561083,3.2e-05,0.000293,0.000402,0.022161,0.012876,0.179173,0.0,0.275212,0.197673,0.219441,0.272899,0.187805,0.00064,0.227546,0.178953,0.209518,0.229236,0.096736,0.0234,0.035665,0.041357,0.099571,0.119948,0.153489,0.197121,0.193948,0.205999,0.198038,0.213204,0.209445,0.209527,0.222354,0.253785,0.247587,0.166522,0.22231,0.219107,0.146636,0.155115,0.187696,0.19615,0.273461,0.069072,0.072949,0.068266,0.080366,0.105379,0.000396,0.00073,0.000474,0.000506,0.001126,0.003669,0.00302,0.02034,0.013024,0.020238,0.00912,0.015592,0.00622,0.000401,0.00314,0.015138,0.033006,0.015735,0.017209,0.321824,0.317212,0.302634,0.290465,0.303625,0.304173,0.39869,0.377242,0.38623,0.372015,0.372571,0.406179,0.362678,0.381303,0.365635,0.247041,0.237865,0.377915,0.391363,0.245749,0.338004,0.43795,0.28561,0.001622,0.002467,0.004633,0.006219,0.037978,0.034048,0.021739,0.126666,0.118684,0.100547,0.053248,0.052563,0.11036,0.152893,0.040522,0.276245,0.30394,0.076109,0.061719,0.089205,0.040106,0.061285,0.041125,0,0,0,0,0,1
1176,0.564189,0.770134,0.762625,0.685723,0.748023,0.907771,0.74654,0.827082,0.518775,0.813942,0.716944,0.508634,0.593567,0.488096,0.031598,0.008975,0.010207,0.019001,0.028058,0.04539,0.075924,0.344093,0.162098,0.029782,0.445453,0.099259,0.213002,0.651469,0.283801,0.272321,0.411952,0.544121,0.069069,0.032598,0.05172,0.082506,0.198735,0.275254,0.288987,0.277323,0.319504,0.19369,0.346758,0.326679,0.33091,0.297083,0.420787,0.358588,0.412488,0.416081,0.454674,0.458834,0.477141,0.41684,0.409933,0.317834,0.370383,0.379502,0.360425,0.307896,0.177523,0.025392,0.009913,0.004312,0.003633,0.021158,0.004712,0.009216,0.037585,0.014149,0.006666,0.002499,0.003758,0.00573,0.010168,0.044377,0.029704,0.033963,0.058455,0.005563,0.342389,0.350978,0.343445,0.339873,0.328166,0.304868,0.413959,0.380967,0.41886,0.375448,0.515552,0.482716,0.438949,0.435319,0.431714,0.592905,0.65408,0.600223,0.487806,0.685934,0.657025,0.635319,0.656109,0.043571,0.019259,0.009463,0.009107,0.040391,0.006563,0.017715,0.022411,0.050425,0.132114,0.129671,0.086961,0.14568,0.141648,0.085675,0.142375,0.171665,0.198898,0.136278,0.115153,0.394859,0.030003,0.020464,0,0,0,0,0,1
1177,0.668931,0.694492,0.687715,0.643211,0.594786,0.588079,0.704544,0.508815,0.423776,0.300373,0.400595,0.267218,0.4638,0.0,0.004618,0.001606,0.00077,0.001002,0.000564,0.058054,0.011377,0.168411,0.201068,0.398438,0.395122,0.466191,0.500256,0.47999,0.535585,0.419534,0.477749,0.399265,0.394096,0.404896,0.440296,0.033759,0.245358,0.276808,0.284733,0.292965,0.312036,0.27596,0.352729,0.382032,0.319452,0.306218,0.38954,0.392028,0.393984,0.369891,0.345249,0.377588,0.360264,0.34214,0.386815,0.311912,0.40076,0.26883,0.227743,0.343593,0.250818,0.000932,0.000845,0.000791,0.001763,0.00067,0.001271,0.001101,0.018924,0.012476,0.005233,0.014919,0.013724,0.003097,0.000962,0.024822,0.036596,0.050392,0.072514,0.021204,0.335882,0.345147,0.34202,0.342837,0.342989,0.327469,0.403289,0.402199,0.445125,0.397411,0.433953,0.428757,0.55164,0.442908,0.42125,0.537484,0.495612,0.501956,0.602558,0.476305,0.522233,0.490124,0.659954,0.005932,0.005236,0.005735,0.003113,0.003989,0.006771,0.003261,0.173533,0.126628,0.135298,0.130524,0.135629,0.125713,0.120201,0.105828,0.144023,0.168127,0.180379,0.158846,0.135237,0.057039,0.169395,0.112869,0,0,0,0,0,1
1178,0.74202,0.792939,0.767861,0.722336,0.769117,0.656443,0.661237,0.563139,0.457243,0.452965,0.483098,0.496721,0.353949,0.424054,0.008106,0.000483,0.000761,0.042695,0.010135,0.112669,0.103268,0.147276,0.188201,0.197896,0.16123,0.218746,0.181662,0.331795,0.157599,0.194426,0.111361,0.169235,0.026471,0.075593,0.044027,0.358513,0.246646,0.272446,0.275415,0.27986,0.269801,0.267652,0.313021,0.304916,0.296619,0.305051,0.337343,0.35896,0.335747,0.357862,0.355448,0.321029,0.314171,0.361607,0.331046,0.324893,0.312237,0.291418,0.307088,0.256903,0.347985,0.000556,0.000592,0.00127,0.00094,0.00054,0.002769,0.000583,0.014686,0.007267,0.004576,0.003224,0.008136,0.004581,0.006602,0.015917,0.018775,0.01897,0.022639,0.006792,0.320065,0.320698,0.316772,0.309835,0.313286,0.290927,0.37022,0.367214,0.358761,0.361215,0.412694,0.356477,0.433006,0.409252,0.429264,0.485229,0.569803,0.478041,0.501391,0.545322,0.529475,0.409108,0.496222,0.004232,0.005622,0.005629,0.010312,0.007482,0.019199,0.00696,0.175327,0.082532,0.080544,0.086664,0.105737,0.069239,0.04995,0.112377,0.128071,0.125888,0.140968,0.070238,0.093306,0.126997,0.131476,0.062606,0,0,0,0,0,1
1179,0.856106,0.85782,0.777368,0.855602,0.572344,0.640781,0.692955,0.581491,0.495919,0.492598,0.489998,0.308692,0.460589,0.365273,0.024185,0.000257,0.000235,0.32108,0.248104,0.312983,0.068538,0.278239,0.293244,0.27816,0.352529,0.383384,0.257062,0.159148,0.256902,0.292203,0.287199,0.195288,0.152909,0.181792,0.315801,0.380435,0.136162,0.1769,0.21469,0.126467,0.139462,0.143106,0.21051,0.244483,0.233026,0.178835,0.28915,0.301534,0.26081,0.276731,0.267319,0.247637,0.208991,0.231595,0.293397,0.156142,0.178086,0.451509,0.394301,0.344215,0.352157,0.024968,0.038312,0.00021,7.3e-05,0.00063,0.021678,0.035901,0.005401,0.013148,0.0304,0.031063,0.018991,0.034537,0.016851,0.028156,0.043591,0.013877,0.110678,0.020291,0.242855,0.252021,0.248719,0.199399,0.202239,0.184394,0.360874,0.31605,0.244775,0.265222,0.431265,0.395073,0.413883,0.347539,0.284381,0.45304,0.431462,0.536802,0.477579,0.558227,0.843245,0.854556,0.68487,0.004302,0.072249,0.116899,0.00265,0.118341,0.002019,0.104369,0.084332,0.029319,0.064093,0.261442,0.138328,0.101496,0.162918,0.218622,0.313005,0.118798,0.32713,0.385489,0.253409,0.171965,0.159006,0.3953,0,0,0,0,0,1
1180,0.856106,0.85782,0.777368,0.855602,0.572344,0.640781,0.692955,0.581491,0.495919,0.492598,0.489998,0.308692,0.460589,0.365273,0.024185,0.000257,0.000235,0.32108,0.248104,0.312983,0.068538,0.278239,0.293244,0.27816,0.352529,0.383384,0.257062,0.159148,0.256902,0.292203,0.287199,0.195288,0.152909,0.181792,0.315801,0.380435,0.136162,0.1769,0.21469,0.126467,0.139462,0.143106,0.21051,0.244483,0.233026,0.178835,0.28915,0.301534,0.26081,0.276731,0.267319,0.247637,0.208991,0.231595,0.293397,0.156142,0.178086,0.451509,0.394301,0.344215,0.352157,0.024968,0.038312,0.00021,7.3e-05,0.00063,0.021678,0.035901,0.005401,0.013148,0.0304,0.031063,0.018991,0.034537,0.016851,0.028156,0.043591,0.013877,0.110678,0.020291,0.242855,0.252021,0.248719,0.199399,0.202239,0.184394,0.360874,0.31605,0.244775,0.265222,0.431265,0.395073,0.413883,0.347539,0.284381,0.45304,0.431462,0.536802,0.477579,0.558227,0.843245,0.854556,0.68487,0.004302,0.072249,0.116899,0.00265,0.118341,0.002019,0.104369,0.084332,0.029319,0.064093,0.261442,0.138328,0.101496,0.162918,0.218622,0.313005,0.118798,0.32713,0.385489,0.253409,0.171965,0.159006,0.3953,0,0,0,0,0,1
1181,0.897252,0.887949,0.90934,0.899292,0.607384,0.735027,0.854283,0.731281,0.639632,0.718258,0.775988,0.801017,0.630966,0.617724,2.1e-05,0.000131,0.000376,0.000449,0.000436,0.078558,0.009677,0.226948,0.406536,0.189972,0.243134,0.168422,0.066911,0.214172,0.063967,0.105536,0.128716,0.070516,0.041561,0.125021,0.106939,0.124365,0.131423,0.1413,0.156538,0.176892,0.177313,0.190324,0.23069,0.214423,0.222052,0.219737,0.162353,0.234738,0.134808,0.220766,0.22045,0.18632,0.131831,0.143557,0.154526,0.264283,0.098782,0.131809,0.092004,0.102619,0.130364,0.000121,2e-06,0.0,2.3e-05,0.001391,0.002324,0.001517,0.004368,0.017617,0.005119,0.012878,0.0072,0.02021,0.001717,0.039386,0.009548,0.008109,0.007048,0.029643,0.314232,0.304168,0.284884,0.278274,0.281949,0.273164,0.348557,0.334935,0.33769,0.338646,0.378167,0.440571,0.390142,0.403845,0.359501,0.487926,0.265837,0.407408,0.383654,0.230861,0.276242,0.440768,0.319729,0.003235,0.002077,0.004062,0.002169,0.006215,0.007176,0.0086,0.044533,0.144273,0.164121,0.099127,0.079008,0.126271,0.167858,0.064569,0.158598,0.286761,0.112114,0.050713,0.035269,0.040676,0.094978,0.057489,0,0,0,0,0,1
1182,0.882871,0.904309,0.710281,0.613811,0.680779,0.761152,0.691883,0.719438,0.642421,0.674793,0.719737,0.869667,0.530961,0.746513,0.043831,0.015905,0.015997,0.197524,0.065636,0.305383,0.012101,0.395139,0.146707,0.21303,0.413386,0.331281,0.043444,0.278684,0.283988,0.634772,0.334141,0.043765,0.421369,0.182163,0.29163,0.244199,0.254946,0.251484,0.285487,0.22425,0.193725,0.145833,0.273657,0.314204,0.192457,0.061647,0.307699,0.118544,0.292819,0.329002,0.276808,0.257255,0.277482,0.267966,0.287249,0.224099,0.252505,0.240044,0.282452,0.29038,0.185431,0.000145,0.000771,0.000308,3.9e-05,0.000243,0.008226,0.027044,0.019587,0.018337,0.010806,0.006054,0.026228,0.07617,0.006884,0.026704,0.026162,0.020311,0.01288,0.059152,0.372029,0.389676,0.37499,0.354184,0.360291,0.355517,0.46541,0.490757,0.245134,0.191156,0.508646,0.511531,0.464194,0.274496,0.045381,0.528344,0.5293,0.321681,0.112608,0.550505,0.525217,0.473743,0.556279,0.019154,0.002582,0.015905,0.004094,0.029925,0.109601,0.138762,0.142508,0.021609,0.020631,0.370399,0.025503,0.02767,0.023139,0.042185,0.025867,0.03641,0.044602,0.032551,0.083321,0.084297,0.03346,0.042622,0,0,0,0,0,1
1183,0.557395,0.608623,0.63191,0.653143,0.51091,0.65177,0.611333,0.667328,0.703748,0.615798,0.787708,0.459166,0.565508,0.460453,0.001908,0.127309,0.007131,0.090157,0.004256,0.113095,0.231068,0.52966,0.388744,0.229668,0.607936,0.25738,0.331643,0.515352,0.411164,0.311614,0.144734,0.795801,0.053367,0.114379,0.145984,0.113396,0.11129,0.058782,0.255122,0.250846,0.24732,0.100868,0.254627,0.254591,0.142412,0.218034,0.259638,0.285025,0.261765,0.245011,0.257175,0.204279,0.288149,0.282378,0.314287,0.30755,0.214481,0.248881,0.226939,0.265759,0.240831,0.028348,0.037681,0.038209,0.035002,0.000466,0.039943,0.002442,0.001371,0.028987,0.003971,0.003883,0.004681,0.015336,0.01679,0.022438,0.075141,0.061235,0.147018,0.025357,0.077099,0.152205,0.306659,0.239723,0.176646,0.068636,0.119437,0.442307,0.425818,0.106421,0.155898,0.30582,0.437448,0.182474,0.388819,0.334877,0.408476,0.436918,0.464356,0.511886,0.517548,0.522964,0.581806,0.002451,0.296905,0.408674,0.428314,0.010157,0.007814,0.009558,0.007535,0.14236,0.090617,0.006331,0.006635,0.059859,0.07692,0.017066,0.024271,0.061202,0.044274,0.03867,0.007663,0.052089,0.052373,0.013583,0,0,0,0,0,1
1184,0.848468,0.7528,0.557874,0.410139,0.685875,0.630601,0.459232,0.637908,0.584933,0.623528,0.685325,0.629016,0.565487,0.636707,0.01186,0.240643,0.459132,0.290517,0.695523,0.420526,0.482187,0.523101,0.573874,0.65045,0.165083,0.52863,0.613671,0.689072,0.630933,0.551942,0.392167,0.54117,0.514666,0.583328,0.653196,0.458122,0.24691,0.148301,0.28502,0.285146,0.279689,0.15326,0.288787,0.285603,0.288176,0.235341,0.293738,0.282821,0.287279,0.289896,0.292709,0.205369,0.267718,0.276648,0.284555,0.278869,0.250625,0.26902,0.265348,0.266862,0.261479,0.000246,0.001048,0.004267,0.007552,0.014119,0.016955,0.011524,0.004701,0.023019,0.004745,0.00623,0.006937,0.008741,0.028745,0.049377,0.005572,0.010862,0.00749,0.016909,0.386032,0.381438,0.366931,0.392628,0.428259,0.210594,0.212698,0.477036,0.474245,0.458846,0.032068,0.44176,0.469265,0.472585,0.336299,0.253049,0.485278,0.472711,0.452582,0.501992,0.54884,0.532055,0.532256,0.004446,0.001626,0.010815,0.038201,0.012336,0.013859,0.031297,0.024132,0.144693,0.021218,0.014889,0.017727,0.022986,0.022539,0.017934,0.895792,0.035408,0.023856,0.027539,0.013289,0.029832,0.043444,0.032503,0,0,0,0,0,1
1185,0.671401,0.681629,0.562069,0.329596,0.637227,0.613382,0.32261,0.598119,0.845528,0.564631,0.542337,0.330052,0.566863,0.29771,0.000833,0.000598,0.196293,0.001052,0.233579,0.039561,0.110795,0.255755,0.169186,0.129271,0.00093,0.177708,0.160925,0.213764,0.515559,0.759399,0.769956,0.234499,0.294349,0.587563,0.713137,0.199104,0.009946,0.012855,0.018108,0.02244,0.017489,0.214946,0.017869,0.012359,0.068444,0.233354,0.278335,0.269837,0.286649,0.03962,0.067236,0.06987,0.168542,0.27274,0.232638,0.235118,0.257665,0.238437,0.290499,0.272429,0.251523,0.000496,0.000312,0.000247,0.000243,0.024997,0.000459,0.060066,0.000606,0.041983,0.11375,0.031612,0.018635,0.072294,0.025173,7e-05,0.072625,0.025206,0.020012,0.030353,0.0,0.0,0.0,0.0,0.0,0.392534,0.033338,0.025697,0.02777,0.133993,0.05339,0.116171,0.137825,0.184368,0.393373,0.078422,0.262754,0.377915,0.390367,0.312716,0.5606,0.553816,0.630394,0.004186,0.001834,0.001379,0.001309,0.031099,0.059038,0.32256,0.074207,0.001759,0.435603,0.398119,0.005349,0.411597,0.02548,0.236682,0.01225,0.023273,0.204296,0.094223,0.078382,0.133605,0.048867,0.14768,0,0,0,0,0,1
1186,0.939136,0.93175,0.91399,0.893562,0.65769,0.773819,0.847444,0.764834,0.650665,0.66007,0.739995,0.679603,0.626634,0.598294,0.0,0.0,0.0,0.02673,0.004954,0.054931,0.004144,0.210572,0.110296,0.155516,0.147516,0.166218,0.03508,0.152953,0.158016,0.50199,0.191217,0.159784,0.005025,0.03923,0.026817,0.016746,0.182924,0.187745,0.196048,0.206704,0.218295,0.227525,0.209288,0.19552,0.200504,0.244029,0.186477,0.223089,0.096017,0.222729,0.230316,0.130628,0.105321,0.131927,0.158985,0.215053,0.016605,0.025304,0.047417,0.024094,0.025406,0.000199,0.000121,0.000169,0.000127,0.000599,0.011728,0.002436,0.014138,0.013048,0.025128,0.009072,0.021583,0.027834,0.001234,0.028901,0.028183,0.056172,0.086719,0.001154,0.415072,0.409997,0.405658,0.403316,0.412236,0.374438,0.424696,0.416162,0.428546,0.423395,0.419496,0.441253,0.369848,0.38168,0.392027,0.319016,0.254166,0.366855,0.375201,0.2345,0.302831,0.374748,0.229412,0.00209,0.002426,0.001438,0.001585,0.019771,0.013805,0.014602,0.10402,0.506699,0.269124,0.04408,0.048398,0.285918,0.105553,0.035814,0.248251,0.240084,0.084245,0.268756,0.215646,0.218121,0.003583,0.058513,0,0,0,0,0,1
